obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,action,reward,done,next_obs_0,next_obs_1,next_obs_2,next_obs_3,next_obs_4,next_obs_5,next_obs_6,next_obs_7,next_obs_8,next_obs_9,next_obs_10,next_obs_11
0.5773809552192688,0.40271133184432983,0.40496826171875,0.2903704047203064,0.5973423719406128,0.4407479465007782,0.4669407308101654,0.4714285731315613,-0.9571428298950195,0.4714285731315613,1.0428571701049805,-0.9571428298950195,3356.0,-729.359619140625,0.0,0.5833333134651184,0.44933268427848816,0.4676731526851654,0.3283298909664154,0.6343470811843872,0.452667236328125,0.4921177327632904,1.0428571701049805,-0.9571428298950195,0.4714285731315613,1.0428571701049805,-0.9571428298950195
0.5833333134651184,0.44933268427848816,0.4676731526851654,0.3283298909664154,0.6343470811843872,0.452667236328125,0.4921177327632904,1.0428571701049805,-0.9571428298950195,0.4714285731315613,1.0428571701049805,-0.9571428298950195,3062.0,-730.1334228515625,0.0,0.5892857313156128,0.5061414837837219,0.5051792860031128,0.3675101101398468,0.6659022569656372,0.4347011148929596,0.5286690592765808,1.0428571701049805,-0.9571428298950195,0.4714285731315613,0.4714285731315613,-0.9571428298950195
0.5892857313156128,0.5061414837837219,0.5051792860031128,0.3675101101398468,0.6659022569656372,0.4347011148929596,0.5286690592765808,1.0428571701049805,-0.9571428298950195,0.4714285731315613,0.4714285731315613,-0.9571428298950195,409.0,-730.639892578125,0.0,0.5952380895614624,0.5502224564552307,0.4832109808921814,0.3764822781085968,0.66497802734375,0.4480242133140564,0.5424630045890808,0.4714285731315613,-0.9571428298950195,0.7571428418159485,0.4714285731315613,-0.9571428298950195
0.5952380895614624,0.5502224564552307,0.4832109808921814,0.3764822781085968,0.66497802734375,0.4480242133140564,0.5424630045890808,0.4714285731315613,-0.9571428298950195,0.7571428418159485,0.4714285731315613,-0.9571428298950195,3561.0,-730.886474609375,0.0,0.601190447807312,0.5412679314613342,0.5020838975906372,0.3994314968585968,0.686431884765625,0.4728437066078186,0.5607474446296692,1.0428571701049805,-0.6714285612106323,1.0428571701049805,0.7571428418159485,-0.9571428298950195
0.601190447807312,0.5412679314613342,0.5020838975906372,0.3994314968585968,0.686431884765625,0.4728437066078186,0.5607474446296692,1.0428571701049805,-0.6714285612106323,1.0428571701049805,0.7571428418159485,-0.9571428298950195,2438.0,-731.423828125,0.0,0.6071428656578064,0.5155557990074158,0.5214189887046814,0.4232613742351532,0.7057756781578064,0.4984523355960846,0.5772966742515564,1.0428571701049805,-0.9571428298950195,0.7571428418159485,0.4714285731315613,-0.9571428298950195
0.6071428656578064,0.5155557990074158,0.5214189887046814,0.4232613742351532,0.7057756781578064,0.4984523355960846,0.5772966742515564,1.0428571701049805,-0.9571428298950195,0.7571428418159485,0.4714285731315613,-0.9571428298950195,6349.0,-731.95703125,0.0,0.613095223903656,0.5074177980422974,0.5389360785484314,0.4380536675453186,0.7211390733718872,0.5247061848640442,0.5918360948562622,1.0428571701049805,-0.9571428298950195,0.4714285731315613,0.4714285731315613,-0.9571428298950195
0.613095223903656,0.5074177980422974,0.5389360785484314,0.4380536675453186,0.7211390733718872,0.5247061848640442,0.5918360948562622,1.0428571701049805,-0.9571428298950195,0.4714285731315613,0.4714285731315613,-0.9571428298950195,3302.0,-732.4039916992188,0.0,0.6190476417541504,0.4955552816390991,0.3536769449710846,0.2008187472820282,0.3014788031578064,0.2669546902179718,0.2472185343503952,1.0428571701049805,-0.9571428298950195,-0.10000000149011612,-0.10000000149011612,-0.9571428298950195
0.6190476417541504,0.4955552816390991,0.3536769449710846,0.2008187472820282,0.3014788031578064,0.2669546902179718,0.2472185343503952,1.0428571701049805,-0.9571428298950195,-0.10000000149011612,-0.10000000149011612,-0.9571428298950195,4261.0,-727.8270874023438,0.0,0.625,0.46270209550857544,0.1857168972492218,0.1083286851644516,0.3591265082359314,0.2036699503660202,0.1786847859621048,0.4714285731315613,-0.6714285612106323,-0.10000000149011612,-0.6714285612106323,-0.9571428298950195
0.625,0.46270209550857544,0.1857168972492218,0.1083286851644516,0.3591265082359314,0.2036699503660202,0.1786847859621048,0.4714285731315613,-0.6714285612106323,-0.10000000149011612,-0.6714285612106323,-0.9571428298950195,3631.0,-726.7318725585938,0.0,0.6309523582458496,0.4142225384712219,0.4550519585609436,0.2519792914390564,0.4367632269859314,0.3250601589679718,0.3064531683921814,1.0428571701049805,-0.10000000149011612,-0.3857142925262451,-0.9571428298950195,-0.9571428298950195
0.6309523582458496,0.4142225384712219,0.4550519585609436,0.2519792914390564,0.4367632269859314,0.3250601589679718,0.3064531683921814,1.0428571701049805,-0.10000000149011612,-0.3857142925262451,-0.9571428298950195,-0.9571428298950195,5866.0,-729.8439331054688,0.0,0.636904776096344,0.3580091595649719,0.4464024007320404,0.2367204874753952,0.4072047770023346,0.3055071234703064,0.2882254421710968,1.0428571701049805,0.18571428954601288,-0.9571428298950195,-0.9571428298950195,-0.6714285612106323
0.636904776096344,0.3580091595649719,0.4464024007320404,0.2367204874753952,0.4072047770023346,0.3055071234703064,0.2882254421710968,1.0428571701049805,0.18571428954601288,-0.9571428298950195,-0.9571428298950195,-0.6714285612106323,3547.0,-730.0010986328125,0.0,0.6428571343421936,0.3013332784175873,0.4443621039390564,0.222076416015625,0.3785967230796814,0.2896815836429596,0.2738516628742218,1.0428571701049805,0.4714285731315613,-0.9571428298950195,-0.9571428298950195,-0.9571428298950195
0.6428571343421936,0.3013332784175873,0.4443621039390564,0.222076416015625,0.3785967230796814,0.2896815836429596,0.2738516628742218,1.0428571701049805,0.4714285731315613,-0.9571428298950195,-0.9571428298950195,-0.9571428298950195,3549.0,-730.2802734375,0.0,0.648809552192688,0.25184598565101624,0.4495370090007782,0.2793361246585846,0.3549630343914032,0.2794102132320404,0.2645481526851654,1.0428571701049805,0.7571428418159485,-0.9571428298950195,-0.9571428298950195,-0.9571428298950195
0.648809552192688,0.25184598565101624,0.4495370090007782,0.2793361246585846,0.3549630343914032,0.2794102132320404,0.2645481526851654,1.0428571701049805,0.7571428418159485,-0.9571428298950195,-0.9571428298950195,-0.9571428298950195,1936.0,-730.7646484375,0.0,0.6547619104385376,0.22088894248008728,0.4452950656414032,0.2996477484703064,0.3322623074054718,0.2647007405757904,0.2514474093914032,1.0428571701049805,0.7571428418159485,-0.3857142925262451,-0.9571428298950195,-0.6714285612106323
0.6547619104385376,0.22088894248008728,0.4452950656414032,0.2996477484703064,0.3322623074054718,0.2647007405757904,0.2514474093914032,1.0428571701049805,0.7571428418159485,-0.3857142925262451,-0.9571428298950195,-0.6714285612106323,371.0,-731.03076171875,0.0,0.6607142686843872,0.21600884199142456,0.4571271538734436,0.3495962917804718,0.5512564778327942,0.4011971652507782,0.4406650960445404,0.4714285731315613,0.7571428418159485,-0.3857142925262451,-0.9571428298950195,-0.10000000149011612
0.6607142686843872,0.21600884199142456,0.4571271538734436,0.3495962917804718,0.5512564778327942,0.4011971652507782,0.4406650960445404,0.4714285731315613,0.7571428418159485,-0.3857142925262451,-0.9571428298950195,-0.10000000149011612,405.0,-733.348388671875,0.0,0.6666666865348816,0.22177734971046448,0.4703194797039032,0.3358154296875,0.5680672526359558,0.4033551812171936,0.460205078125,-0.10000000149011612,0.7571428418159485,-0.10000000149011612,-0.9571428298950195,-0.10000000149011612
0.6666666865348816,0.22177734971046448,0.4703194797039032,0.3358154296875,0.5680672526359558,0.4033551812171936,0.460205078125,-0.10000000149011612,0.7571428418159485,-0.10000000149011612,-0.9571428298950195,-0.10000000149011612,1474.0,-733.772705078125,0.0,0.6726190447807312,0.23616807162761688,0.4838954508304596,0.4404863715171814,0.5726667046546936,0.4051295816898346,0.465087890625,-0.10000000149011612,1.0428571701049805,0.18571428954601288,-0.9571428298950195,0.18571428954601288
0.6726190447807312,0.23616807162761688,0.4838954508304596,0.4404863715171814,0.5726667046546936,0.4051295816898346,0.465087890625,-0.10000000149011612,1.0428571701049805,0.18571428954601288,-0.9571428298950195,0.18571428954601288,7253.0,-734.2096557617188,0.0,0.6785714030265808,0.24222277104854584,0.4920261800289154,0.46148681640625,0.5759626030921936,0.4139447808265686,0.4703412652015686,0.4714285731315613,1.0428571701049805,0.18571428954601288,-0.6714285612106323,0.7571428418159485
0.6785714030265808,0.24222277104854584,0.4920261800289154,0.46148681640625,0.5759626030921936,0.4139447808265686,0.4703412652015686,0.4714285731315613,1.0428571701049805,0.18571428954601288,-0.6714285612106323,0.7571428418159485,4211.0,-734.5877075195312,0.0,0.6845238208770752,0.22793103754520416,0.4967607855796814,0.4513157308101654,0.5763114094734192,0.4133475124835968,0.4731096625328064,-0.10000000149011612,1.0428571701049805,-0.3857142925262451,-0.6714285612106323,1.0428571701049805
0.6845238208770752,0.22793103754520416,0.4967607855796814,0.4513157308101654,0.5763114094734192,0.4133475124835968,0.4731096625328064,-0.10000000149011612,1.0428571701049805,-0.3857142925262451,-0.6714285612106323,1.0428571701049805,1712.0,-734.8350219726562,0.0,0.6904761791229248,0.21155598759651184,0.49322509765625,0.36370849609375,0.5737566351890564,0.4111197292804718,0.4748404324054718,-0.10000000149011612,0.7571428418159485,-0.3857142925262451,-0.9571428298950195,1.0428571701049805
0.6904761791229248,0.21155598759651184,0.49322509765625,0.36370849609375,0.5737566351890564,0.4111197292804718,0.4748404324054718,-0.10000000149011612,0.7571428418159485,-0.3857142925262451,-0.9571428298950195,1.0428571701049805,3457.0,-734.9631958007812,0.0,0.6964285969734192,0.19753552973270416,0.4966256320476532,0.3596889078617096,0.57244873046875,0.420562744140625,0.475799560546875,0.4714285731315613,0.7571428418159485,-0.9571428298950195,-0.9571428298950195,0.7571428418159485
0.6964285969734192,0.19753552973270416,0.4966256320476532,0.3596889078617096,0.57244873046875,0.420562744140625,0.475799560546875,0.4714285731315613,0.7571428418159485,-0.9571428298950195,-0.9571428298950195,0.7571428418159485,7487.0,-735.2731323242188,0.0,0.7023809552192688,0.1857774555683136,0.5078343152999878,0.4251011312007904,0.5728062391281128,0.4348798394203186,0.4770987331867218,1.0428571701049805,1.0428571701049805,-0.3857142925262451,-0.9571428298950195,1.0428571701049805
0.7023809552192688,0.1857774555683136,0.5078343152999878,0.4251011312007904,0.5728062391281128,0.4348798394203186,0.4770987331867218,1.0428571701049805,1.0428571701049805,-0.3857142925262451,-0.9571428298950195,1.0428571701049805,475.0,-735.7147827148438,0.0,0.7083333134651184,0.20997585356235504,0.5147312879562378,0.4436427652835846,0.5740181803703308,0.4397844672203064,0.4806867241859436,0.4714285731315613,1.0428571701049805,-0.6714285612106323,-0.3857142925262451,0.7571428418159485
0.7083333134651184,0.20997585356235504,0.5147312879562378,0.4436427652835846,0.5740181803703308,0.4397844672203064,0.4806867241859436,0.4714285731315613,1.0428571701049805,-0.6714285612106323,-0.3857142925262451,0.7571428418159485,4133.0,-736.05615234375,0.0,0.7142857313156128,0.24177788197994232,0.5207606554031372,0.4536961019039154,0.5762982964515686,0.4451773464679718,0.4854779839515686,-0.10000000149011612,1.0428571701049805,-0.6714285612106323,-0.10000000149011612,1.0428571701049805
0.7142857313156128,0.24177788197994232,0.5207606554031372,0.4536961019039154,0.5762982964515686,0.4451773464679718,0.4854779839515686,-0.10000000149011612,1.0428571701049805,-0.6714285612106323,-0.10000000149011612,1.0428571701049805,7188.0,-736.84228515625,0.0,0.7202380895614624,0.24342989921569824,0.5258265733718872,0.4583042562007904,0.5772443413734436,0.4454258382320404,0.489013671875,0.4714285731315613,1.0428571701049805,-0.10000000149011612,-0.10000000149011612,0.4714285731315613
0.7202380895614624,0.24342989921569824,0.5258265733718872,0.4583042562007904,0.5772443413734436,0.4454258382320404,0.489013671875,0.4714285731315613,1.0428571701049805,-0.10000000149011612,-0.10000000149011612,0.4714285731315613,4060.0,-737.1303100585938,0.0,0.726190447807312,0.23644477128982544,0.5294843316078186,0.4592154324054718,0.5770481824874878,0.4398455023765564,0.4915597140789032,-0.10000000149011612,1.0428571701049805,-0.6714285612106323,-0.10000000149011612,0.7571428418159485
0.726190447807312,0.23644477128982544,0.5294843316078186,0.4592154324054718,0.5770481824874878,0.4398455023765564,0.4915597140789032,-0.10000000149011612,1.0428571701049805,-0.6714285612106323,-0.10000000149011612,0.7571428418159485,2395.0,-737.3495483398438,0.0,0.7321428656578064,0.2219509482383728,0.5274919867515564,0.3949410617351532,0.5762764811515808,0.4403163492679596,0.4936261773109436,-0.10000000149011612,0.7571428418159485,-0.10000000149011612,0.4714285731315613,0.4714285731315613
0.7321428656578064,0.2219509482383728,0.5274919867515564,0.3949410617351532,0.5762764811515808,0.4403163492679596,0.4936261773109436,-0.10000000149011612,0.7571428418159485,-0.10000000149011612,0.4714285731315613,0.4714285731315613,6192.0,-737.3016357421875,0.0,0.738095223903656,0.20222167670726776,0.3398699164390564,0.2149309366941452,0.3928135335445404,0.2586539089679718,0.2871006429195404,-0.10000000149011612,0.4714285731315613,-0.3857142925262451,0.4714285731315613,-0.10000000149011612
0.738095223903656,0.20222167670726776,0.3398699164390564,0.2149309366941452,0.3928135335445404,0.2586539089679718,0.2871006429195404,-0.10000000149011612,0.4714285731315613,-0.3857142925262451,0.4714285731315613,-0.10000000149011612,4466.0,-734.2552490234375,0.0,0.7440476417541504,0.16310220956802368,0.51849365234375,0.4465157687664032,0.5454145073890686,0.467376708984375,0.4675205647945404,-0.3857142925262451,1.0428571701049805,-0.10000000149011612,1.0428571701049805,-0.10000000149011612
0.7440476417541504,0.16310220956802368,0.51849365234375,0.4465157687664032,0.5454145073890686,0.467376708984375,0.4675205647945404,-0.3857142925262451,1.0428571701049805,-0.10000000149011612,1.0428571701049805,-0.10000000149011612,1484.0,-737.7452392578125,0.0,0.75,0.13377821445465088,0.536834716796875,0.4619533121585846,0.5565229058265686,0.4838736355304718,0.4831281304359436,-0.3857142925262451,1.0428571701049805,0.4714285731315613,1.0428571701049805,-0.10000000149011612
0.75,0.13377821445465088,0.536834716796875,0.4619533121585846,0.5565229058265686,0.4838736355304718,0.4831281304359436,-0.3857142925262451,1.0428571701049805,0.4714285731315613,1.0428571701049805,-0.10000000149011612,2597.0,-738.2823486328125,0.0,0.7559523582458496,0.1316799521446228,0.5443812608718872,0.4602225124835968,0.5583147406578064,0.4888349175453186,0.4891313910484314,-0.10000000149011612,1.0428571701049805,0.18571428954601288,1.0428571701049805,0.4714285731315613
0.7559523582458496,0.1316799521446228,0.5443812608718872,0.4602225124835968,0.5583147406578064,0.4888349175453186,0.4891313910484314,-0.10000000149011612,1.0428571701049805,0.18571428954601288,1.0428571701049805,0.4714285731315613,6411.0,-738.632568359375,0.0,0.761904776096344,0.12977837026119232,0.5488194227218628,0.4502083957195282,0.5582188367843628,0.4898507297039032,0.4928371012210846,0.18571428954601288,1.0428571701049805,0.4714285731315613,1.0428571701049805,0.4714285731315613
0.761904776096344,0.12977837026119232,0.5488194227218628,0.4502083957195282,0.5582188367843628,0.4898507297039032,0.4928371012210846,0.18571428954601288,1.0428571701049805,0.4714285731315613,1.0428571701049805,0.4714285731315613,1339.0,-738.924072265625,0.0,0.7678571343421936,0.12734374403953552,0.5540640950202942,0.4537440836429596,0.55743408203125,0.4950954020023346,0.4962725043296814,0.18571428954601288,1.0428571701049805,1.0428571701049805,1.0428571701049805,0.18571428954601288
