obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,action,reward,done,next_obs_0,next_obs_1,next_obs_2,next_obs_3,next_obs_4,next_obs_5,next_obs_6,next_obs_7,next_obs_8,next_obs_9,next_obs_10,next_obs_11
0.4285714328289032,0.12622205913066864,-0.1589616984128952,-0.2584751546382904,-0.01726423017680645,-0.2501743733882904,-0.21612548828125,-0.9571428298950195,-0.9571428298950195,-0.9571428298950195,-0.9571428298950195,-0.9571428298950195,2886.0,-712.2256469726562,0.0,0.4345238208770752,0.14530572295188904,-0.1614161878824234,-0.2617361843585968,-0.02372087724506855,-0.2525416910648346,-0.2182224839925766,-0.6714285612106323,-0.3857142925262451,-0.9571428298950195,-0.9571428298950195,-0.9571428298950195
0.4345238208770752,0.14530572295188904,-0.1614161878824234,-0.2617361843585968,-0.02372087724506855,-0.2525416910648346,-0.2182224839925766,-0.6714285612106323,-0.3857142925262451,-0.9571428298950195,-0.9571428298950195,-0.9571428298950195,6405.0,-712.182373046875,0.0,0.4404761791229248,0.14577771723270416,-0.1642107218503952,-0.2639334499835968,-0.03063528798520565,-0.2572806179523468,-0.2213091105222702,-0.3857142925262451,-0.3857142925262451,-0.6714285612106323,-0.9571428298950195,-0.9571428298950195
0.4404761791229248,0.14577771723270416,-0.1642107218503952,-0.2639334499835968,-0.03063528798520565,-0.2572806179523468,-0.2213091105222702,-0.3857142925262451,-0.3857142925262451,-0.6714285612106323,-0.9571428298950195,-0.9571428298950195,422.0,-712.11962890625,0.0,0.4464285671710968,0.09652777761220932,-0.1664254367351532,-0.25897216796875,-0.0373404361307621,-0.2634364664554596,-0.2257036417722702,-0.9571428298950195,-0.3857142925262451,-0.3857142925262451,-0.9571428298950195,-0.9571428298950195
0.4464285671710968,0.09652777761220932,-0.1664254367351532,-0.25897216796875,-0.0373404361307621,-0.2634364664554596,-0.2257036417722702,-0.9571428298950195,-0.3857142925262451,-0.3857142925262451,-0.9571428298950195,-0.9571428298950195,6398.0,-712.0505981445312,0.0,0.4523809552192688,0.0431111641228199,-0.1708112508058548,-0.2648838460445404,-0.0459725521504879,-0.2699846625328064,-0.2326442152261734,-0.6714285612106323,-0.3857142925262451,-0.3857142925262451,-0.9571428298950195,-0.9571428298950195
0.4523809552192688,0.0431111641228199,-0.1708112508058548,-0.2648838460445404,-0.0459725521504879,-0.2699846625328064,-0.2326442152261734,-0.6714285612106323,-0.3857142925262451,-0.3857142925262451,-0.9571428298950195,-0.9571428298950195,2931.0,-712.694091796875,0.0,0.4583333432674408,0.03733045607805252,0.0445513054728508,0.0443987175822258,0.151214599609375,-0.0590951107442379,-0.004390171729028225,-0.3857142925262451,0.18571428954601288,-0.3857142925262451,-0.6714285612106323,-0.9571428298950195
0.4583333432674408,0.03733045607805252,0.0445513054728508,0.0443987175822258,0.151214599609375,-0.0590951107442379,-0.004390171729028225,-0.3857142925262451,0.18571428954601288,-0.3857142925262451,-0.6714285612106323,-0.9571428298950195,290.0,-716.769775390625,0.0,0.4642857015132904,0.05333387479186058,0.0567714162170887,0.0336347296833992,0.1592625230550766,-0.0451529361307621,0.00811767578125,-0.9571428298950195,0.18571428954601288,0.18571428954601288,-0.3857142925262451,-0.9571428298950195
0.4642857015132904,0.05333387479186058,0.0567714162170887,0.0336347296833992,0.1592625230550766,-0.0451529361307621,0.00811767578125,-0.9571428298950195,0.18571428954601288,0.18571428954601288,-0.3857142925262451,-0.9571428298950195,4190.0,-717.2828979492188,0.0,0.4702380895614624,0.11553005874156952,0.075775146484375,0.0329153873026371,0.2447902113199234,-0.02719988115131855,0.02063424326479435,-0.9571428298950195,0.18571428954601288,0.7571428418159485,-0.10000000149011612,-0.9571428298950195
0.4702380895614624,0.11553005874156952,0.075775146484375,0.0329153873026371,0.2447902113199234,-0.02719988115131855,0.02063424326479435,-0.9571428298950195,0.18571428954601288,0.7571428418159485,-0.10000000149011612,-0.9571428298950195,4055.0,-717.888671875,0.0,0.4761904776096344,0.17866617441177368,0.0770743265748024,0.0217110775411129,0.176727294921875,-0.01601300947368145,0.03025163896381855,-0.9571428298950195,0.18571428954601288,0.18571428954601288,-0.3857142925262451,-0.3857142925262451
0.4761904776096344,0.17866617441177368,0.0770743265748024,0.0217110775411129,0.176727294921875,-0.01601300947368145,0.03025163896381855,-0.9571428298950195,0.18571428954601288,0.18571428954601288,-0.3857142925262451,-0.3857142925262451,6389.0,-718.2299194335938,0.0,0.4821428656578064,0.10397406667470932,0.0871843621134758,0.02096121571958065,0.1785801500082016,0.0526166632771492,0.0359322689473629,-0.6714285612106323,0.18571428954601288,0.18571428954601288,0.18571428954601288,0.18571428954601288
0.4821428656578064,0.10397406667470932,0.0871843621134758,0.02096121571958065,0.1785801500082016,0.0526166632771492,0.0359322689473629,-0.6714285612106323,0.18571428954601288,0.18571428954601288,0.18571428954601288,0.18571428954601288,7232.0,-718.9781494140625,0.0,0.488095223903656,0.01555582694709301,0.0893641859292984,0.02135358564555645,0.175506591796875,-0.008331298828125,0.0374494269490242,-0.10000000149011612,0.18571428954601288,-0.10000000149011612,-0.3857142925262451,0.18571428954601288
0.488095223903656,0.01555582694709301,0.0893641859292984,0.02135358564555645,0.175506591796875,-0.008331298828125,0.0374494269490242,-0.10000000149011612,0.18571428954601288,-0.10000000149011612,-0.3857142925262451,0.18571428954601288,102.0,-718.934326171875,0.0,0.494047611951828,0.09496663510799408,0.0917794331908226,-0.02626691572368145,0.1773899644613266,-0.0023411342408508062,0.0434047169983387,-0.6714285612106323,-0.3857142925262451,0.18571428954601288,-0.3857142925262451,-0.3857142925262451
0.494047611951828,0.09496663510799408,0.0917794331908226,-0.02626691572368145,0.1773899644613266,-0.0023411342408508062,0.0434047169983387,-0.6714285612106323,-0.3857142925262451,0.18571428954601288,-0.3857142925262451,-0.3857142925262451,6101.0,-719.1743774414062,0.0,0.5,0.15777723491191864,0.0908595472574234,-0.02840750478208065,0.2154105007648468,-0.0038321358151733875,0.044708251953125,-0.6714285612106323,-0.9571428298950195,0.4714285731315613,-0.3857142925262451,0.18571428954601288
0.5,0.15777723491191864,0.0908595472574234,-0.02840750478208065,0.2154105007648468,-0.0038321358151733875,0.044708251953125,-0.6714285612106323,-0.9571428298950195,0.4714285731315613,-0.3857142925262451,0.18571428954601288,2456.0,-719.4957275390625,0.0,0.5059523582458496,0.08990885317325592,0.1087602898478508,-0.02100045420229435,0.2289254367351532,0.0709664449095726,0.0550929494202137,-0.6714285612106323,-0.9571428298950195,0.4714285731315613,0.18571428954601288,0.18571428954601288
0.5059523582458496,0.08990885317325592,0.1087602898478508,-0.02100045420229435,0.2289254367351532,0.0709664449095726,0.0550929494202137,-0.6714285612106323,-0.9571428298950195,0.4714285731315613,0.18571428954601288,0.18571428954601288,2298.0,-720.3490600585938,0.0,0.511904776096344,0.01866726391017437,0.1099199578166008,-0.02864728681743145,0.1826346218585968,0.0770743265748024,0.0572596974670887,-0.6714285612106323,-0.9571428298950195,0.18571428954601288,0.18571428954601288,-0.3857142925262451
0.511904776096344,0.01866726391017437,0.1099199578166008,-0.02864728681743145,0.1826346218585968,0.0770743265748024,0.0572596974670887,-0.6714285612106323,-0.9571428298950195,0.18571428954601288,0.18571428954601288,-0.3857142925262451,3440.0,-720.6741333007812,0.0,0.5178571343421936,-0.02715521864593029,0.1235438734292984,-0.020751953125,0.2604326605796814,0.1374032199382782,0.0668770894408226,-0.10000000149011612,-0.9571428298950195,0.7571428418159485,0.4714285731315613,-0.3857142925262451
0.5178571343421936,-0.02715521864593029,0.1235438734292984,-0.020751953125,0.2604326605796814,0.1374032199382782,0.0668770894408226,-0.10000000149011612,-0.9571428298950195,0.7571428418159485,0.4714285731315613,-0.3857142925262451,1694.0,-721.5107421875,0.0,0.523809552192688,-0.03022189624607563,0.1283918172121048,-0.008366175927221775,0.2044721394777298,0.1671970933675766,0.092010498046875,-0.10000000149011612,-0.9571428298950195,0.4714285731315613,0.4714285731315613,-0.3857142925262451
0.523809552192688,-0.03022189624607563,0.1283918172121048,-0.008366175927221775,0.2044721394777298,0.1671970933675766,0.092010498046875,-0.10000000149011612,-0.9571428298950195,0.4714285731315613,0.4714285731315613,-0.3857142925262451,2416.0,-722.1015014648438,0.0,0.5297619104385376,0.05085042491555214,0.1766008585691452,0.0332728810608387,0.2759661078453064,0.194610595703125,0.1767142117023468,-0.10000000149011612,-0.9571428298950195,-0.10000000149011612,0.4714285731315613,-0.10000000149011612
0.5297619104385376,0.05085042491555214,0.1766008585691452,0.0332728810608387,0.2759661078453064,0.194610595703125,0.1767142117023468,-0.10000000149011612,-0.9571428298950195,-0.10000000149011612,0.4714285731315613,-0.10000000149011612,3051.0,-723.3139038085938,0.0,0.5357142686843872,0.14044460654258728,0.2434430867433548,0.0924813374876976,0.3688398003578186,0.3145010769367218,0.2780282199382782,0.18571428954601288,-0.9571428298950195,-0.10000000149011612,0.7571428418159485,-0.10000000149011612
0.5357142686843872,0.14044460654258728,0.2434430867433548,0.0924813374876976,0.3688398003578186,0.3145010769367218,0.2780282199382782,0.18571428954601288,-0.9571428298950195,-0.10000000149011612,0.7571428418159485,-0.10000000149011612,2293.0,-725.1978759765625,0.0,0.5416666865348816,0.1980183869600296,0.2800859808921814,0.1317313015460968,0.4325823187828064,0.3380562961101532,0.3384573757648468,0.18571428954601288,-0.9571428298950195,-0.3857142925262451,0.7571428418159485,-0.3857142925262451
0.5416666865348816,0.1980183869600296,0.2800859808921814,0.1317313015460968,0.4325823187828064,0.3380562961101532,0.3384573757648468,0.18571428954601288,-0.9571428298950195,-0.3857142925262451,0.7571428418159485,-0.3857142925262451,7199.0,-726.2350463867188,0.0,0.5476190447807312,0.2506673038005829,0.3574044406414032,0.1839163601398468,0.5076512098312378,0.4247785210609436,0.3921421468257904,0.7571428418159485,-0.9571428298950195,0.18571428954601288,1.0428571701049805,0.18571428954601288
0.5476190447807312,0.2506673038005829,0.3574044406414032,0.1839163601398468,0.5076512098312378,0.4247785210609436,0.3921421468257904,0.7571428418159485,-0.9571428298950195,0.18571428954601288,1.0428571701049805,0.18571428954601288,5418.0,-727.7506103515625,0.0,0.5535714030265808,0.2964138388633728,0.3494655191898346,0.2054487019777298,0.543731689453125,0.447906494140625,0.4194684624671936,0.7571428418159485,-0.9571428298950195,-0.3857142925262451,1.0428571701049805,-0.3857142925262451
0.5535714030265808,0.2964138388633728,0.3494655191898346,0.2054487019777298,0.543731689453125,0.447906494140625,0.4194684624671936,0.7571428418159485,-0.9571428298950195,-0.3857142925262451,1.0428571701049805,-0.3857142925262451,2265.0,-728.3008422851562,0.0,0.5595238208770752,0.3346666097640991,0.3684605062007904,0.231231689453125,0.5719342827796936,0.4649440348148346,0.4363577663898468,0.7571428418159485,-0.9571428298950195,-0.9571428298950195,1.0428571701049805,-0.3857142925262451
0.5595238208770752,0.3346666097640991,0.3684605062007904,0.231231689453125,0.5719342827796936,0.4649440348148346,0.4363577663898468,0.7571428418159485,-0.9571428298950195,-0.9571428298950195,1.0428571701049805,-0.3857142925262451,1795.0,-728.4376220703125,0.0,0.5654761791229248,0.34554579854011536,0.3853628933429718,0.2548610270023346,0.5813511610031128,0.4748665988445282,0.4477975070476532,0.7571428418159485,-0.9571428298950195,-0.3857142925262451,1.0428571701049805,-0.6714285612106323
0.5654761791229248,0.34554579854011536,0.3853628933429718,0.2548610270023346,0.5813511610031128,0.4748665988445282,0.4477975070476532,0.7571428418159485,-0.9571428298950195,-0.3857142925262451,1.0428571701049805,-0.6714285612106323,4771.0,-728.86962890625,0.0,0.5714285969734192,0.3595553934574127,0.396453857421875,0.2762930691242218,0.5896649956703186,0.3398655354976654,0.4600437581539154,0.4714285731315613,-0.9571428298950195,-0.10000000149011612,0.4714285731315613,-0.9571428298950195
0.5714285969734192,0.3595553934574127,0.396453857421875,0.2762930691242218,0.5896649956703186,0.3398655354976654,0.4600437581539154,0.4714285731315613,-0.9571428298950195,-0.10000000149011612,0.4714285731315613,-0.9571428298950195,1946.0,-728.4457397460938,0.0,0.5773809552192688,0.40271133184432983,0.40496826171875,0.2903704047203064,0.5973423719406128,0.4407479465007782,0.4669407308101654,0.4714285731315613,-0.9571428298950195,0.4714285731315613,1.0428571701049805,-0.9571428298950195
