obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,action,reward,done,next_obs_0,next_obs_1,next_obs_2,next_obs_3,next_obs_4,next_obs_5,next_obs_6,next_obs_7,next_obs_8,next_obs_9,next_obs_10,next_obs_11,next_obs_12,next_obs_13,next_obs_14
0.15030714869499207,-0.022388458251953125,-1.0,0.15507781505584717,0.15984848141670227,0.15463566780090332,0.15940633416175842,-0.022388458251953125,-0.022388458251953125,-0.022388458251953125,-0.022388458251953125,-1.0,-1.0,-1.0,-1.0,0.0,-2.530590057373047,0.0,0.14553648233413696,-0.022388458251953125,-1.0,0.15030714869499207,0.15507781505584717,0.15984848141670227,0.15463566780090332,-0.022388458251953125,-0.022388458251953125,-0.022388458251953125,-0.022388458251953125,-1.0,-1.0,-1.0,-1.0
0.013533908873796463,-0.10252636671066284,-1.0,0.018304577097296715,0.023075245320796967,0.02784591354429722,0.03261658176779747,-0.10252636671066284,-0.10252636671066284,-0.10252636671066284,-0.10252636671066284,-1.0,-1.0,-1.0,-1.0,0.0,-0.7867313027381897,0.0,0.008763240650296211,-0.10252636671066284,-1.0,0.013533908873796463,0.018304577097296715,0.023075245320796967,0.02784591354429722,-0.10252636671066284,-0.10252636671066284,-0.10252636671066284,-0.10252636671066284,-1.0,-1.0,-1.0,-1.0
0.08933761715888977,-0.3723945617675781,-1.0,0.09410828351974487,0.09887894988059998,0.10364961624145508,0.10389018058776855,-0.3723945617675781,-0.3723945617675781,-0.3723945617675781,-0.37364834547042847,-1.0,-1.0,-1.0,-1.0,0.0,-1.7532285451889038,0.0,0.08456695079803467,-0.3723945617675781,-1.0,0.08933761715888977,0.09410828351974487,0.09887894988059998,0.10364961624145508,-0.3723945617675781,-0.3723945617675781,-0.3723945617675781,-0.3723945617675781,-1.0,-1.0,-1.0,-1.0
-0.18336260318756104,-0.22982025146484375,-1.0,-0.17859193682670593,-0.18380475044250488,-0.18901756405830383,-0.19423037767410278,-0.22982025146484375,-0.22982025146484375,-0.22982025146484375,-0.22982025146484375,-1.0,-1.0,-1.0,-1.0,0.0,-0.22369921207427979,0.0,-0.18813326954841614,-0.22982025146484375,-1.0,-0.18336260318756104,-0.17859193682670593,-0.18380475044250488,-0.18901756405830383,-0.22982025146484375,-0.22982025146484375,-0.22982025146484375,-0.22982025146484375,-1.0,-1.0,-1.0,-1.0
-0.02220289595425129,-0.37303799390792847,-1.0,-0.017432227730751038,-0.012661558575928211,-0.00789089035242796,-0.0031202223617583513,-0.37303799390792847,-0.37303799390792847,-0.37303799390792847,-0.37303799390792847,-1.0,-1.0,-1.0,-1.0,0.0,-0.33108705282211304,0.0,-0.02697356417775154,-0.37303799390792847,-1.0,-0.02220289595425129,-0.017432227730751038,-0.012661558575928211,-0.00789089035242796,-0.37303799390792847,-0.37303799390792847,-0.37303799390792847,-0.37303799390792847,-1.0,-1.0,-1.0,-1.0
0.125335693359375,0.05875527858734131,-1.0,0.1301063597202301,0.12489354610443115,0.12966421246528625,0.13443487882614136,0.05875527858734131,0.05875527858734131,0.05875527858734131,0.05875527858734131,-1.0,-1.0,-1.0,-1.0,1.0,-2.3785560131073,0.0,0.13054850697517395,0.05875527858734131,-1.0,0.125335693359375,0.1301063597202301,0.12489354610443115,0.12966421246528625,0.05875527858734131,0.05875527858734131,0.05875527858734131,0.05875527858734131,-1.0,-1.0,-1.0,-1.0
0.1832503378391266,0.021662354469299316,-1.0,0.17803752422332764,0.18280819058418274,0.18757885694503784,0.19234952330589294,0.021662354469299316,0.021662354469299316,0.021662354469299316,0.021662354469299316,-1.0,-1.0,-1.0,-1.0,0.0,-2.950615882873535,0.0,0.17847967147827148,0.021662354469299316,-1.0,0.1832503378391266,0.17803752422332764,0.18280819058418274,0.18757885694503784,0.021662354469299316,0.021662354469299316,0.021662354469299316,0.021662354469299316,-1.0,-1.0,-1.0,-1.0
0.3305683434009552,0.15752410888671875,-1.0,0.3353390097618103,0.33012619614601135,0.33489686250686646,0.3296840488910675,0.15752410888671875,0.15752410888671875,0.15752410888671875,0.15752410888671875,-1.0,-1.0,-1.0,-1.0,0.0,-4.828920364379883,0.0,0.3257976770401001,0.15752410888671875,-1.0,0.3305683434009552,0.3353390097618103,0.33012619614601135,0.33489686250686646,0.15752410888671875,0.15752410888671875,0.15752410888671875,0.15752410888671875,-1.0,-1.0,-1.0,-1.0
0.04648645222187042,-0.10252636671066284,-1.0,0.05125712230801582,0.056027792394161224,0.060798462480306625,0.06556913256645203,-0.10252636671066284,-0.10252636671066284,-0.10252636671066284,-0.10252636671066284,-1.0,-1.0,-1.0,-1.0,0.0,-1.206876277923584,0.0,0.04171578213572502,-0.10252636671066284,-1.0,0.04648645222187042,0.05125712230801582,0.056027792394161224,0.060798462480306625,-0.10252636671066284,-0.10252636671066284,-0.10252636671066284,-0.10252636671066284,-1.0,-1.0,-1.0,-1.0
-0.22744804620742798,-0.09443408250808716,-1.0,-0.23266085982322693,-0.22789019346237183,-0.22311952710151672,-0.22833234071731567,-0.09443408250808716,-0.09443408250808716,-0.09443408250808716,-0.09443408250808716,-1.0,-1.0,-1.0,-1.0,1.0,-0.6975617408752441,0.0,-0.22223523259162903,-0.09443408250808716,-1.0,-0.22744804620742798,-0.23266085982322693,-0.22789019346237183,-0.22311952710151672,-0.09443408250808716,-0.09443408250808716,-0.09443408250808716,-0.09443408250808716,-1.0,-1.0,-1.0,-1.0
