last_cor,act_cor,new_cor,last_nor,act_nor,new_nor,last_sou,act_sou,new_sou
294.15,0.0,294.15,291.15,-2.0,291.15,291.15,2.0,293.15
294.15,-2.0,292.15,291.15,2.0,293.15,293.15,-2.0,291.15
292.15,2.0,294.15,293.15,2.0,295.15,291.15,2.0,293.15
294.15,2.0,296.15,295.15,1.0,296.15,293.15,1.0,294.15
296.15,0.30788755416870117,296.4578875541687,296.15,1.9522795677185059,298.1022795677185,294.15,-0.3554081916809082,293.79459180831907
296.4578875541687,-1.3583884239196777,295.099499130249,298.1022795677185,-1.865045189857483,296.237234377861,293.79459180831907,-1.421480417251587,292.3731113910675
295.099499130249,-1.9106587171554565,293.18884041309354,296.237234377861,0.7305967807769775,296.967831158638,292.3731113910675,-1.4152848720550537,291.15
293.18884041309354,1.392754077911377,294.5815944910049,296.967831158638,1.8541996479034424,298.15,291.15,-0.1243436336517334,291.15
294.5815944910049,1.595658540725708,296.17725303173063,298.15,1.1029808521270752,298.15,291.15,0.5218782424926758,291.67187824249265
296.17725303173063,0.9751818180084229,297.15243484973905,298.15,1.0432045459747314,298.15,291.67187824249265,-1.9579559564590454,291.15
297.15243484973905,-0.9074307680130005,296.24500408172605,298.15,1.180114507675171,298.15,291.15,-0.5545547008514404,291.15
296.24500408172605,0.9755473136901855,297.22055139541624,298.15,0.46491122245788574,298.15,291.15,1.6667535305023193,292.8167535305023
297.22055139541624,-1.8764015436172485,295.344149851799,298.15,-1.8082293272018433,296.34177067279813,292.8167535305023,1.250669240951538,294.06742277145383
295.344149851799,0.9481356143951416,296.29228546619413,296.34177067279813,0.3078773021697998,296.64964797496793,294.06742277145383,-1.7922585010528564,292.275164270401
296.29228546619413,-1.0549055337905884,295.23737993240354,296.64964797496793,-1.6268856525421143,295.0227623224258,292.275164270401,1.965623140335083,294.24078741073606
295.23737993240354,0.15051937103271484,295.38789930343626,295.0227623224258,-1.4645880460739136,293.5581742763519,294.24078741073606,-0.02880263328552246,294.21198477745054
295.38789930343626,1.259617567062378,296.64751687049863,293.5581742763519,-0.7139362096786499,292.84423806667326,294.21198477745054,0.296872615814209,294.50885739326475
296.64751687049863,0.19845318794250488,296.84597005844114,292.84423806667326,-0.48075592517852783,292.3634821414947,294.50885739326475,0.9136943817138672,295.4225517749786
296.84597005844114,-1.8880306482315063,294.95793941020963,292.3634821414947,-1.5547281503677368,291.15,295.4225517749786,-1.7243528366088867,293.6981989383697
294.95793941020963,-1.7288309335708618,293.22910847663877,291.15,1.7989838123321533,292.94898381233213,293.6981989383697,-0.05140566825866699,293.64679327011106
293.22910847663877,-0.17618918418884277,293.05291929244993,292.94898381233213,-1.431352138519287,291.51763167381284,293.64679327011106,1.1657109260559082,294.81250419616697
293.05291929244993,-0.16049253940582275,292.8924267530441,291.51763167381284,-1.3404237031936646,291.15,294.81250419616697,1.3268499374389648,296.13935413360593
292.8924267530441,0.07591629028320312,292.9683430433273,291.15,1.56187105178833,292.7118710517883,296.13935413360593,-1.9389019012451172,294.2004522323608
292.9683430433273,-1.171396017074585,291.7969470262527,292.7118710517883,0.4987986087799072,293.2106696605682,294.2004522323608,1.2905802726745605,295.4910325050354
291.7969470262527,0.0278928279876709,291.8248398542404,293.2106696605682,-0.4228646755218506,292.78780498504636,295.4910325050354,-1.9104633331298828,293.5805691719055
291.8248398542404,-1.47991943359375,291.15,292.78780498504636,-0.3808290958404541,292.4069758892059,293.5805691719055,1.885291576385498,295.465860748291
291.15,0.6602780818939209,291.8102780818939,292.4069758892059,-1.224797010421753,291.18217887878416,295.465860748291,-0.5281634330749512,294.93769731521604
291.8102780818939,0.976959228515625,292.7872373104095,291.18217887878416,-0.6611428260803223,291.15,294.93769731521604,0.5024676322937012,295.44016494750974
292.7872373104095,-1.413588285446167,291.37364902496336,291.15,1.3453831672668457,292.4953831672668,295.44016494750974,-1.6265686750411987,293.81359627246854
291.37364902496336,0.26812219619750977,291.64177122116087,292.4953831672668,0.7722029685974121,293.26758613586424,293.81359627246854,1.1437478065490723,294.9573440790176
291.64177122116087,-0.8826589584350586,291.15,293.26758613586424,0.9320554733276367,294.1996416091919,294.9573440790176,0.4399759769439697,295.3973200559616
291.15,1.0262727737426758,292.17627277374265,294.1996416091919,-1.842064380645752,292.3575772285461,295.3973200559616,1.250401496887207,296.6477215528488
292.17627277374265,-1.8411245346069336,291.15,292.3575772285461,0.311415433883667,292.6689926624298,296.6477215528488,0.1758406162261963,296.823562169075
291.15,0.22975468635559082,291.37975468635557,292.6689926624298,1.1285390853881836,293.79753174781797,296.823562169075,-1.5023525953292847,295.3212095737457
291.37975468635557,-0.796241283416748,291.15,293.79753174781797,-1.8030426502227783,291.9944890975952,295.3212095737457,0.7299778461456299,296.05118741989133
291.15,-1.7114827632904053,291.15,291.9944890975952,-0.8466246128082275,291.15,296.05118741989133,0.41583991050720215,296.46702733039854
291.15,1.496500015258789,292.64650001525877,291.15,-1.6358153820037842,291.15,296.46702733039854,-1.9373886585235596,294.529638671875
292.64650001525877,1.0122499465942383,293.658749961853,291.15,0.32591915130615234,291.47591915130613,294.529638671875,0.3269829750061035,294.8566216468811
293.658749961853,1.5382983684539795,295.197048330307,291.47591915130613,1.040520191192627,292.51643934249876,294.8566216468811,0.4600992202758789,295.31672086715696
295.197048330307,-0.08081686496734619,295.11623146533964,292.51643934249876,1.5252296924591064,294.04166903495786,295.31672086715696,0.20343565940856934,295.52015652656553
295.11623146533964,1.5391063690185547,296.6553378343582,294.04166903495786,-0.9724211692810059,293.06924786567686,295.52015652656553,1.432513952255249,296.9526704788208
296.6553378343582,0.08271026611328125,296.7380481004715,293.06924786567686,0.925713062286377,293.99496092796323,296.9526704788208,-1.6789424419403076,295.27372803688047
296.7380481004715,1.0842304229736328,297.8222785234451,293.99496092796323,-0.28397178649902344,293.7109891414642,295.27372803688047,0.06173086166381836,295.3354588985443
297.8222785234451,-1.1480863094329834,296.6741922140121,293.7109891414642,1.0314950942993164,294.7424842357635,295.3354588985443,-0.8580224514007568,294.47743644714353
296.6741922140121,0.8353214263916016,297.5095136404037,294.7424842357635,0.8176760673522949,295.5601603031158,294.47743644714353,-0.4903682470321655,293.98706820011137
297.5095136404037,0.5761940479278564,298.0857076883316,295.5601603031158,1.7090933322906494,297.26925363540647,293.98706820011137,-0.569404125213623,293.41766407489774
298.0857076883316,0.42757248878479004,298.15,297.26925363540647,1.1204075813293457,298.15,293.41766407489774,0.9141621589660645,294.3318262338638
298.15,0.7983787059783936,298.15,298.15,1.9550766944885254,298.15,294.3318262338638,-1.4500480890274048,292.8817781448364
298.15,-0.5927541255950928,297.5572458744049,298.15,1.2180495262145996,298.15,292.8817781448364,1.6915721893310547,294.57335033416746
297.5572458744049,0.30496788024902344,297.8622137546539,298.15,-1.670676589012146,296.47932341098783,294.57335033416746,-0.9083058834075928,293.66504445075986
297.8622137546539,-0.7566196918487549,297.10559406280515,296.47932341098783,-1.680949091911316,294.7983743190765,293.66504445075986,1.7634553909301758,295.42849984169004
297.10559406280515,1.4506895542144775,298.15,294.7983743190765,-1.6373207569122314,293.1610535621643,295.42849984169004,-0.2114722728729248,295.2170275688171
298.15,-1.4772400856018066,296.67275991439817,293.1610535621643,-1.0460164546966553,292.11503710746763,295.2170275688171,-1.1549980640411377,294.062029504776
296.67275991439817,0.029026031494140625,296.7017859458923,292.11503710746763,-0.4301645755767822,291.68487253189085,294.062029504776,1.2736115455627441,295.3356410503387
296.7017859458923,-0.5053777694702148,296.1964081764221,291.68487253189085,0.42349910736083984,292.1083716392517,295.3356410503387,-1.7451024055480957,293.5905386447906
296.1964081764221,0.10010862350463867,296.29651679992674,292.1083716392517,0.42702198028564453,292.53539361953733,293.5905386447906,-0.6552510261535645,292.93528761863706
296.29651679992674,-1.7307084798812866,294.56580832004545,292.53539361953733,1.4697413444519043,294.00513496398924,292.93528761863706,1.1446244716644287,294.0799120903015
294.56580832004545,-1.9424428939819336,292.6233654260635,294.00513496398924,-1.739302396774292,292.26583256721494,294.0799120903015,-1.0335633754730225,293.04634871482847
292.6233654260635,-1.433645486831665,291.18971993923185,292.26583256721494,1.4503040313720703,293.716136598587,293.04634871482847,1.3568320274353027,294.40318074226377
291.18971993923185,-0.559220552444458,291.15,293.716136598587,-1.349890112876892,292.3662464857101,294.40318074226377,0.07683515548706055,294.48001589775083
291.15,0.7007961273193359,291.8507961273193,292.3662464857101,1.9239249229431152,294.29017140865324,294.48001589775083,1.9313883781433105,296.41140427589414
291.8507961273193,-1.347298502922058,291.15,294.29017140865324,-1.3680195808410645,292.9221518278122,296.41140427589414,1.9593961238861084,298.15
291.15,1.1081774234771729,292.25817742347715,292.9221518278122,0.5286991596221924,293.45085098743436,298.15,-1.3989267349243164,296.75107326507566
292.25817742347715,0.3589637279510498,292.6171411514282,293.45085098743436,0.9789505004882812,294.42980148792265,296.75107326507566,-1.611910343170166,295.1391629219055
292.6171411514282,1.1051044464111328,293.72224559783933,294.42980148792265,-0.945819616317749,293.4839818716049,295.1391629219055,-1.4113095998764038,293.7278533220291
293.72224559783933,-0.6908224821090698,293.03142311573026,293.4839818716049,-1.0361347198486328,292.44784715175626,293.7278533220291,0.7977979183197021,294.5256512403488
293.03142311573026,1.2737655639648438,294.3051886796951,292.44784715175626,-0.29707348346710205,292.15077366828916,294.5256512403488,-1.1324987411499023,293.3931524991989
294.3051886796951,-1.583643913269043,292.72154476642606,292.15077366828916,-1.1640405654907227,291.15,293.3931524991989,0.6722173690795898,294.0653698682785
292.72154476642606,1.518996238708496,294.24054100513456,291.15,-1.1087167263031006,291.15,294.0653698682785,0.9354655742645264,295.000835442543
294.24054100513456,-1.3726904392242432,292.8678505659103,291.15,-1.8076798915863037,291.15,295.000835442543,0.37308335304260254,295.3739187955856
292.8678505659103,1.7335762977600098,294.6014268636703,291.15,0.20788025856018066,291.35788025856016,295.3739187955856,1.834134817123413,297.208053612709
294.6014268636703,0.3499135971069336,294.95134046077726,291.35788025856016,0.8415565490722656,292.1994368076324,297.208053612709,1.3554186820983887,298.15
294.95134046077726,-1.88325035572052,293.06809010505674,292.1994368076324,0.021698474884033203,292.22113528251646,298.15,-1.866163730621338,296.28383626937864
293.06809010505674,-1.2398370504379272,291.8282530546188,292.22113528251646,0.5986883640289307,292.8198236465454,296.28383626937864,1.7698888778686523,298.0537251472473
291.8282530546188,-1.0487639904022217,291.15,292.8198236465454,-1.206782341003418,291.61304130554197,298.0537251472473,-0.20491564273834229,297.84880950450895
291.15,-1.571162462234497,291.15,291.61304130554197,-1.2099857330322266,291.15,297.84880950450895,0.4364187717437744,298.15
291.15,0.7789041996002197,291.9289041996002,291.15,-1.7066270112991333,291.15,298.15,0.6419804096221924,298.15
291.9289041996002,-1.1433298587799072,291.15,291.15,-1.1862767934799194,291.15,298.15,-0.0167086124420166,298.13329138755796
291.15,-0.1957099437713623,291.15,291.15,0.9426095485687256,292.0926095485687,298.13329138755796,0.5786952972412109,298.15
291.15,-1.5652320384979248,291.15,292.0926095485687,0.9264471530914307,293.01905670166013,298.15,-1.5353230237960815,296.6146769762039
291.15,-1.3178660869598389,291.15,293.01905670166013,1.110119342803955,294.1291760444641,296.6146769762039,-0.9230196475982666,295.69165732860563
291.15,1.2273402214050293,292.377340221405,294.1291760444641,1.7028923034667969,295.8320683479309,295.69165732860563,0.7541639804840088,296.44582130908964
292.377340221405,-0.28587305545806885,292.09146716594694,295.8320683479309,1.6712369918823242,297.5033053398132,296.44582130908964,-0.9947181940078735,295.45110311508176
292.09146716594694,-1.4209704399108887,291.15,297.5033053398132,0.29473185539245605,297.79803719520567,295.45110311508176,0.004971027374267578,295.45607414245603
291.15,1.0663068294525146,292.2163068294525,297.79803719520567,-0.5244776010513306,297.27355959415434,295.45607414245603,-1.26418137550354,294.1918927669525
292.2163068294525,-1.783255696296692,291.15,297.27355959415434,0.4978954792022705,297.7714550733566,294.1918927669525,-1.892492413520813,292.2994003534317
291.15,0.5813193321228027,291.7313193321228,297.7714550733566,0.16305279731750488,297.9345078706741,292.2994003534317,0.6879184246063232,292.987318778038
291.7313193321228,1.2338213920593262,292.9651407241821,297.9345078706741,-1.3473289012908936,296.5871789693832,292.987318778038,1.7268307209014893,294.7141494989395
292.9651407241821,0.7954721450805664,293.7606128692627,296.5871789693832,0.1171255111694336,296.70430448055265,294.7141494989395,1.7106850147247314,296.4248345136642
293.7606128692627,-1.1379759311676025,292.62263693809507,296.70430448055265,1.0548925399780273,297.7591970205307,296.4248345136642,-1.1291375160217285,295.2956969976425
292.62263693809507,-0.6269936561584473,291.9956432819366,297.7591970205307,1.3003132343292236,298.15,295.2956969976425,-1.6832295656204224,293.6124674320221
291.9956432819366,-0.6954762935638428,291.3001669883728,298.15,-1.2568016052246094,296.89319839477537,293.6124674320221,-1.657817006111145,291.9546504259109
291.3001669883728,-1.8073087930679321,291.15,296.89319839477537,-0.8422191143035889,296.0509792804718,291.9546504259109,1.714468240737915,293.66911866664884
291.15,-1.5525764226913452,291.15,296.0509792804718,0.31780552864074707,296.3687848091125,293.66911866664884,-1.7538033723831177,291.9153152942657
291.15,-0.8048136234283447,291.15,296.3687848091125,-0.808917760848999,295.5598670482635,291.9153152942657,-1.9349384307861328,291.15
291.15,0.8290538787841797,291.97905387878416,295.5598670482635,-0.17441868782043457,295.3854483604431,291.15,-0.41518211364746094,291.15
291.97905387878416,0.968660831451416,292.9477147102356,295.3854483604431,0.15103507041931152,295.5364834308624,291.15,-1.825895071029663,291.15
292.9477147102356,-0.27481603622436523,292.6728986740112,295.5364834308624,0.8545005321502686,296.3909839630127,291.15,-0.5450326204299927,291.15
292.6728986740112,0.36512041091918945,293.0380190849304,296.3909839630127,-1.682725191116333,294.70825877189634,291.15,-1.9272757768630981,291.15
293.0380190849304,0.4341087341308594,293.47212781906126,294.70825877189634,-1.5888288021087646,293.1194299697876,291.15,-0.8495620489120483,291.15
293.47212781906126,-1.1173545122146606,292.3547733068466,293.1194299697876,-0.4512590169906616,292.6681709527969,291.15,-1.0211775302886963,291.15
292.3547733068466,1.9447588920593262,294.2995321989059,292.6681709527969,-0.29932618141174316,292.36884477138517,291.15,0.9011554718017578,292.05115547180174
294.2995321989059,-1.951783299446106,292.3477488994598,292.36884477138517,0.5933611392974854,292.96220591068266,292.05115547180174,0.1857452392578125,292.23690071105955
292.3477488994598,-0.22890448570251465,292.1188444137573,292.96220591068266,1.576627492904663,294.5388334035873,292.23690071105955,0.30592775344848633,292.54282846450803
292.1188444137573,1.3369646072387695,293.45580902099607,294.5388334035873,-0.5266025066375732,294.01223089694975,292.54282846450803,-0.40359246730804443,292.1392359972
293.45580902099607,0.781402587890625,294.2372116088867,294.01223089694975,-1.6720877885818481,292.3401431083679,292.1392359972,0.7453999519348145,292.8846359491348
294.2372116088867,-0.9728145599365234,293.2643970489502,292.3401431083679,-0.2545480728149414,292.08559503555296,292.8846359491348,-0.7731431722640991,292.1114927768707
293.2643970489502,1.74245023727417,295.00684728622434,292.08559503555296,1.1709561347961426,293.2565511703491,292.1114927768707,-0.7094235420227051,291.402069234848
295.00684728622434,1.5831224918365479,296.5899697780609,293.2565511703491,1.6934430599212646,294.94999423027036,291.402069234848,1.9379706382751465,293.34003987312315
296.5899697780609,-1.6428894996643066,294.9470802783966,294.94999423027036,-0.5386078357696533,294.4113863945007,293.34003987312315,0.9361271858215332,294.2761670589447
294.9470802783966,1.6662616729736328,296.6133419513702,294.4113863945007,-0.7777421474456787,293.63364424705503,294.2761670589447,1.3497352600097656,295.62590231895445
296.6133419513702,-1.2239892482757568,295.38935270309446,293.63364424705503,0.08758020401000977,293.72122445106504,295.62590231895445,1.7964978218078613,297.4224001407623
295.38935270309446,-1.7066540718078613,293.6826986312866,293.72122445106504,1.7547261714935303,295.47595062255857,297.4224001407623,-1.1394519805908203,296.2829481601715
293.6826986312866,-0.9854791164398193,292.6972195148468,295.47595062255857,1.612593173980713,297.0885437965393,296.2829481601715,-0.5814945697784424,295.70145359039304
292.6972195148468,0.6759052276611328,293.3731247425079,297.0885437965393,1.5947537422180176,298.15,295.70145359039304,1.2179782390594482,296.9194318294525
293.3731247425079,-0.05787360668182373,293.3152511358261,298.15,0.3464548587799072,298.15,296.9194318294525,-1.2351326942443848,295.6842991352081
293.3152511358261,-0.8500351905822754,292.4652159452438,298.15,1.7221598625183105,298.15,295.6842991352081,0.8978970050811768,296.5821961402893
292.4652159452438,1.2578990459442139,293.723114991188,298.15,0.2809436321258545,298.15,296.5821961402893,-1.0731595754623413,295.50903656482694
293.723114991188,0.7497529983520508,294.4728679895401,298.15,1.3637232780456543,298.15,295.50903656482694,-1.2499771118164062,294.25905945301054
294.4728679895401,1.3265748023986816,295.79944279193876,298.15,-1.0181727409362793,297.1318272590637,294.25905945301054,-0.29015374183654785,293.968905711174
295.79944279193876,-1.4861245155334473,294.3133182764053,297.1318272590637,0.4598550796508789,297.5916823387146,293.968905711174,-1.903922438621521,292.06498327255247
294.3133182764053,-1.5508460998535156,292.7624721765518,297.5916823387146,-1.7103655338287354,295.88131680488584,292.06498327255247,-1.178248405456543,291.15
292.7624721765518,-1.0795221328735352,291.68295004367826,295.88131680488584,-0.9836701154708862,294.89764668941496,291.15,-0.8182142972946167,291.15
291.68295004367826,-0.9704289436340332,291.15,294.89764668941496,-1.679762601852417,293.21788408756254,291.15,-1.3801532983779907,291.15
291.15,0.5031681060791016,291.6531681060791,293.21788408756254,-0.4927421808242798,292.72514190673826,291.15,-1.5795104503631592,291.15
291.6531681060791,-1.8835227489471436,291.15,292.72514190673826,-0.4043823480606079,292.32075955867765,291.15,1.330575942993164,292.48057594299314
291.15,-1.8967862129211426,291.15,292.32075955867765,-0.34059643745422363,291.9801631212234,292.48057594299314,-0.7198388576507568,291.7607370853424
291.15,-1.9583345651626587,291.15,291.9801631212234,-1.1358970403671265,291.15,291.7607370853424,0.11982870101928711,291.8805657863617
291.15,0.6813852787017822,291.83138527870176,291.15,1.52565336227417,292.67565336227415,291.8805657863617,-1.8523088693618774,291.15
291.83138527870176,1.8846135139465332,293.7159987926483,292.67565336227415,-1.6431092023849487,291.15,291.15,1.93678617477417,293.08678617477415
293.7159987926483,0.6514947414398193,294.3674935340881,291.15,-0.7084294557571411,291.15,293.08678617477415,0.3364286422729492,293.4232148170471
294.3674935340881,-0.5604031085968018,293.8070904254913,291.15,0.5045697689056396,291.6545697689056,293.4232148170471,1.0502657890319824,294.4734806060791
293.8070904254913,-0.5811940431594849,293.2258963823318,291.6545697689056,-1.1660113334655762,291.15,294.4734806060791,-1.5236890316009521,292.9497915744781
293.2258963823318,-0.9059138298034668,292.31998255252836,291.15,0.301358699798584,291.45135869979856,292.9497915744781,-1.1439898014068604,291.80580177307127
292.31998255252836,-0.0161207914352417,292.3038617610931,291.45135869979856,-1.4844646453857422,291.15,291.80580177307127,0.0020074844360351562,291.8078092575073
292.3038617610931,0.42661142349243164,292.73047318458555,291.15,0.5302944183349609,291.68029441833494,291.8078092575073,-0.3755779266357422,291.43223133087156
292.73047318458555,0.14983510971069336,292.88030829429624,291.68029441833494,1.5351696014404297,293.21546401977537,291.43223133087156,-0.03296828269958496,291.399263048172
292.88030829429624,-1.1368050575256348,291.7435032367706,293.21546401977537,-1.851830244064331,291.36363377571104,291.399263048172,-1.0533125400543213,291.15
291.7435032367706,1.6427428722381592,293.38624610900877,291.36363377571104,-0.8392021656036377,291.15,291.15,-1.2000377178192139,291.15
293.38624610900877,-1.9072469472885132,291.47899916172025,291.15,0.19226598739624023,291.3422659873962,291.15,-1.66530179977417,291.15
291.47899916172025,-0.27759015560150146,291.20140900611875,291.3422659873962,0.6602661609649658,292.0025321483612,291.15,1.6780738830566406,292.8280738830566
291.20140900611875,0.5997259616851807,291.80113496780393,292.0025321483612,1.938978672027588,293.94151082038877,292.8280738830566,-0.8396501541137695,291.98842372894285
291.80113496780393,0.9997127056121826,292.8008476734161,293.94151082038877,1.1231775283813477,295.0646883487701,291.98842372894285,-0.6215910911560059,291.36683263778684
292.8008476734161,-1.0948691368103027,291.7059785366058,295.0646883487701,-0.8529956340789795,294.21169271469114,291.36683263778684,-0.7273578643798828,291.15
291.7059785366058,1.183814287185669,292.8897928237915,294.21169271469114,-1.4013351202011108,292.81035759449003,291.15,-1.2344787120819092,291.15
292.8897928237915,-1.9444490671157837,291.15,292.81035759449003,-1.4074771404266357,291.4028804540634,291.15,-0.017962217330932617,291.15
291.15,0.1335906982421875,291.28359069824216,291.4028804540634,0.18674349784851074,291.5896239519119,291.15,-1.4216418266296387,291.15
