time_seconds,Tin_degC,Tout_degC,Psol_Wm2,action,energy_kWh,discomfort
20453400,21.923822021484398,16.481744384765648,2.0,0,17.919879500376144,2928.824662723194
20455200,21.845147705078148,15.600000000000023,0.61206895,0,17.919879500376144,2928.824662723194
20457000,21.746514892578148,14.749505615234398,0.0,0,17.919879500376144,2928.824662723194
20458800,21.639581298828148,13.999993896484398,0.0,0,17.919879500376144,2928.824662723194
20460600,21.535302734375023,13.797906494140648,0.0,0,17.919879500376144,2928.824662723194
20462400,21.442315673828148,13.800012207031273,0.0,0,17.919879500376144,2928.824662723194
20464200,21.415765380859398,13.528344726562523,0.0,0,17.919879500376144,2928.824662723194
20466000,21.342584228515648,13.300012207031273,0.0,0,17.919879500376144,2928.824662723194
20467800,21.279077148437523,13.249993896484398,0.0,0,17.919879500376144,2928.824662723194
20469600,21.220361328125023,13.200006103515648,0.0,0,17.919879500376144,2928.824662723194
20471400,21.158532714843773,13.046655273437523,0.0,0,17.919879500376144,2928.824662723194
20473200,21.093896484375023,12.899987792968773,0.0,0,17.919879500376144,2928.824662723194
20475000,21.029107666015648,12.798944091796898,0.0,0,17.919879500376144,2928.8291728221575
20476800,20.966638183593773,12.700006103515648,0.0,0,17.919879500376144,2928.8612735965444
20478600,20.904718017578148,12.553125000000023,0.0,0,17.919879500376144,2928.924721278913
20480400,20.841485595703148,12.399987792968773,0.0,0,17.919879500376144,2929.01915121376
20482200,20.782373046875023,12.384362792968773,0.0,0,17.919879500376144,2929.140612587391
20484000,20.732995605468773,12.399987792968773,0.0,0,17.919879500376144,2929.2865066215363
20485800,20.681359863281273,12.218499755859398,0.0,0,17.919879500376144,2929.4617910277316
20487600,20.615289306640648,11.899987792968773,0.0,0,17.919879500376144,2929.674569627308
20489400,20.527551269531273,11.122125244140648,0.0,0,17.919879500376144,2929.937807399475
20491200,20.420709228515648,10.499993896484398,0.0,0,17.919879500376144,2930.2476531855104
20493000,20.347222900390648,10.813317871093773,0.0,0,17.919879500376144,2930.5861585118255
20494800,20.299829101562523,11.200006103515648,0.0,0,17.919879500376144,2930.948650209299
20496600,20.250238037109398,11.319329833984398,0.0,0,17.919879500376144,2931.3354045870024
20498400,20.203088378906273,11.399987792968773,0.0,0,17.919879500376144,2931.7456766664045
20500200,20.155267333984398,11.398614501953148,0.0,0,17.919879500376144,2932.180453775357
20502000,20.105859375000023,11.399987792968773,0.0,0,17.919879500376144,2932.411587378586
20503800,19.994134521484398,11.546716308593773,0.0,1,17.930149230177655,2932.411587378586
20505600,20.214410400390648,11.800012207031273,0.0,1,17.940597105567228,2932.411587378586
20507400,20.698114013671898,12.294366455078148,0.0,1,17.951270732106426,2932.411587378586
20509200,21.280480957031273,12.800012207031273,0.675,1,17.962108712752475,2932.411587378586
20511000,21.857781982421898,12.575769042968773,2.0,1,17.973023139196695,2932.411587378586
20512800,22.391687011718773,12.300012207031273,4.1433964,0,17.973114450034625,2932.411587378586
20514600,22.724572753906273,12.789422607421898,7.0,0,17.973114450034625,2932.411587378586
20516400,22.797448730468773,13.300012207031273,11.492774,0,17.973114450034625,2932.411587378586
20518200,22.793145751953148,13.252221679687523,20.0,0,17.973114450034625,2932.411587378586
20520000,22.786096191406273,13.200006103515648,51.18883,0,17.973114450034625,2932.411587378586
20521800,22.832269287109398,13.886163330078148,83.0,0,17.973114450034625,2932.411587378586
20523600,22.899682617187523,14.600000000000023,95.0,0,17.973114450034625,2932.411587378586
20525400,22.942926025390648,14.334161376953148,107.0,0,17.973114450034625,2932.411587378586
20527200,22.969628906250023,13.999993896484398,119.0,0,17.973114450034625,2932.411587378586
20529000,23.029687500000023,14.775354003906273,131.0,0,17.973114450034625,2932.411587378586
20530800,23.104150390625023,15.399987792968773,142.62936,0,17.973114450034625,2932.411587378586
20532600,23.121331787109398,14.796258544921898,154.0,0,17.973114450034625,2932.411587378586
20534400,23.092279052734398,14.200006103515648,163.38141,0,17.973114450034625,2932.411587378586
20536200,23.053765869140648,14.101495361328148,172.0,0,17.973114450034625,2932.411587378586
20538000,23.000909423828148,13.999993896484398,263.75275,0,17.973114450034625,2932.411587378586
20539800,22.930871582031273,13.747003173828148,332.0,0,17.973114450034625,2932.411587378586
20541600,22.818597412109398,13.499993896484398,238.04745,0,17.973114450034625,2932.411587378586
20543400,22.708093261718773,14.076074218750023,126.0,0,17.973114450034625,2932.411587378586
20545200,22.622735595703148,14.600000000000023,44.689026,0,17.973114450034625,2932.411587378586
20547000,22.496759033203148,14.243463134765648,0.0,0,17.973114450034625,2932.411587378586
20548800,22.355035400390648,13.700006103515648,0.0,0,17.973114450034625,2932.411587378586
20550600,22.279962158203148,13.046533203125023,0.0,0,17.973114450034625,2932.411587378586
20552400,22.156488037109398,12.399987792968773,0.0,0,17.973114450034625,2932.411587378586
20554200,22.033349609375023,11.790002441406273,0.0,0,17.973114450034625,2932.411587378586
20556000,21.913262939453148,11.399987792968773,0.0,0,17.973114450034625,2932.411587378586
20557800,21.813562011718773,11.420007324218773,0.0,0,17.973114450034625,2932.411587378586
20559600,21.728692626953148,11.499993896484398,0.0,0,17.973114450034625,2932.411587378586
20561400,21.646020507812523,11.450006103515648,0.0,0,17.973114450034625,2932.411587378586
20563200,21.568078613281273,11.399987792968773,0.0,0,17.973114450034625,2932.411587378586
20565000,21.493524169921898,11.350000000000023,0.0,0,17.973114450034625,2932.411587378586
20566800,21.422265625000023,11.300012207031273,0.0,0,17.973114450034625,2932.411587378586
20568600,21.346154785156273,11.116662597656273,0.0,0,17.973114450034625,2932.411587378586
20570400,21.262017822265648,10.899987792968773,0.0,0,17.973114450034625,2932.411587378586
20572200,21.187127685546898,10.970819091796898,0.0,0,17.973114450034625,2932.411587378586
20574000,21.119226074218773,10.999993896484398,0.0,0,17.973114450034625,2932.411587378586
20575800,21.042047119140648,10.770013427734398,0.0,0,17.973114450034625,2932.41635047195
20577600,20.960321044921898,10.499993896484398,0.0,0,17.973114450034625,2932.4573533931607
20579400,20.874627685546898,10.199456787109398,0.0,0,17.973114450034625,2932.5428522708135
20581200,20.782495117187523,9.899987792968773,0.0,0,17.973114450034625,2932.674658849868
20583000,20.691705322265648,9.688897705078148,0.0,0,17.973114450034625,2932.84897905993
20584800,20.613916015625023,9.700006103515648,0.0,0,17.973114450034625,2933.057434898054
20586600,20.555383300781273,9.984857177734398,0.0,0,17.973114450034625,2933.2915675365575
20588400,20.508935546875023,10.300012207031273,0.0,0,17.973114450034625,2933.423400738865
20590200,20.396600341796898,10.494317626953148,0.0,0,17.973114450034625,2933.423400738865
20592000,20.349084472656273,10.700006103515648,0.0,0,17.973114450034625,2933.423400738865
20593800,20.331536865234398,11.014276123046898,0.0,0,17.973114450034625,2933.423400738865
20595600,20.337365722656273,11.399987792968773,0.0,0,17.973114450034625,2933.423400738865
20597400,20.367150878906273,11.941278076171898,0.0,0,17.973114450034625,2933.423400738865
20599200,20.419946289062523,12.499993896484398,1.507353,0,17.973114450034625,2933.423400738865
20601000,20.470971679687523,12.519433593750023,5.0,0,17.973114450034625,2933.423400738865
20602800,20.515008544921898,12.499993896484398,12.867647,0,17.973114450034625,2933.423400738865
20604600,20.591943359375023,13.200006103515648,20.0,0,17.973114450034625,2933.423400738865
20606400,20.697229003906273,13.899987792968773,21.98077,0,17.973114450034625,2933.423400738865
20608200,20.789849853515648,14.052178955078148,23.0,0,17.973114450034625,2933.423400738865
20610000,20.867639160156273,14.200006103515648,23.58173,0,17.973114450034625,2933.423400738865
20611800,20.953973388671898,14.831170654296898,24.0,0,17.973114450034625,2933.423400738865
20613600,21.042779541015648,15.300012207031273,24.145834,0,17.973114450034625,2933.423400738865
20615400,21.101373291015648,15.259515380859398,24.0,0,17.973114450034625,2933.423400738865
20617200,21.141534423828148,15.200006103515648,23.216667,0,17.973114450034625,2933.423400738865
20619000,21.170312500000023,15.207147216796898,22.0,0,17.973114450034625,2933.423400738865
20620800,21.186639404296898,15.200006103515648,20.45,0,17.973114450034625,2933.423400738865
20622600,21.175286865234398,14.760003662109398,18.0,0,17.973114450034625,2933.423400738865
20624400,21.132135009765648,14.300012207031273,12.321428,0,17.973114450034625,2933.423400738865
20626200,21.089685058593773,14.251123046875023,6.0,0,17.973114450034625,2933.423400738865
20628000,21.038903808593773,14.200006103515648,1.9285715,0,17.973114450034625,2933.423400738865
20629800,20.975335693359398,14.107629394531273,0.0,0,17.973114450034625,2933.423400738865
20631600,20.906488037109398,13.999993896484398,0.0,0,17.973114450034625,2933.423400738865
20633400,20.825219726562523,13.862512207031273,0.0,0,17.973114450034625,2933.4245097617813
20635200,20.733819580078148,13.700006103515648,0.0,0,17.973114450034625,2933.5548243920375
20637000,20.716882324218773,13.504449462890648,0.0,0,17.973114450034625,2933.7131339726484
20638800,20.649499511718773,13.300012207031273,0.0,0,17.973114450034625,2933.9048035308842
20640600,20.585107421875023,13.214288330078148,0.0,0,17.973114450034625,2934.1276667700554
20642400,20.522058105468773,12.999993896484398,0.0,0,17.973114450034625,2934.3850197795186
20644200,20.447076416015648,12.550012207031273,0.0,0,17.973114450034625,2934.681198897262
20646000,20.368157958984398,12.100000000000023,0.0,0,17.973114450034625,2935.0170394402094
20647800,20.287286376953148,11.649987792968773,0.0,0,17.973114450034625,2935.3953662212148
20649600,20.198754882812523,11.200006103515648,0.0,0,17.973114450034625,2935.8193385776044
