obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,action,reward,done,next_obs_0,next_obs_1,next_obs_2,next_obs_3,next_obs_4,next_obs_5,next_obs_6,next_obs_7,next_obs_8,next_obs_9,next_obs_10,next_obs_11,next_obs_12,next_obs_13,next_obs_14
-0.05615639686584473,-0.44448691606521606,-1.0,-0.045379638671875,-0.047259509563446045,-0.05663657188415527,-0.05523276329040527,-0.4365925192832947,-0.4294224977493286,-0.42471152544021606,-0.4235326051712036,-1.0,-1.0,-1.0,-0.9967398047447205,0.0,-0.038076721131801605,0.0,-0.06940102577209473,-0.45238131284713745,-1.0,-0.05615639686584473,-0.045379638671875,-0.047259509563446045,-0.05663657188415527,-0.44448691606521606,-0.4365925192832947,-0.4294224977493286,-0.42471152544021606,-1.0,-1.0,-1.0,-1.0
-0.06940102577209473,-0.45238131284713745,-1.0,-0.05615639686584473,-0.045379638671875,-0.047259509563446045,-0.05663657188415527,-0.44448691606521606,-0.4365925192832947,-0.4294224977493286,-0.42471152544021606,-1.0,-1.0,-1.0,-1.0,1.0,-0.04749063402414322,0.0,-0.07023519277572632,-0.4602757692337036,-1.0,-0.06940102577209473,-0.05615639686584473,-0.045379638671875,-0.047259509563446045,-0.45238131284713745,-0.44448691606521606,-0.4365925192832947,-0.4294224977493286,-1.0,-1.0,-1.0,-1.0
-0.07023519277572632,-0.4602757692337036,-1.0,-0.06940102577209473,-0.05615639686584473,-0.045379638671875,-0.047259509563446045,-0.45238131284713745,-0.44448691606521606,-0.4365925192832947,-0.4294224977493286,-1.0,-1.0,-1.0,-1.0,0.0,-0.047569818794727325,0.0,-0.07225543260574341,-0.46817177534103394,-1.0,-0.07023519277572632,-0.06940102577209473,-0.05615639686584473,-0.045379638671875,-0.4602757692337036,-0.45238131284713745,-0.44448691606521606,-0.4365925192832947,-1.0,-1.0,-1.0,-1.0
-0.07225543260574341,-0.46817177534103394,-1.0,-0.07023519277572632,-0.06940102577209473,-0.05615639686584473,-0.045379638671875,-0.4602757692337036,-0.45238131284713745,-0.44448691606521606,-0.4365925192832947,-1.0,-1.0,-1.0,-1.0,1.0,-0.056952688843011856,0.0,-0.07394003868103027,-0.4760661721229553,-1.0,-0.07225543260574341,-0.07023519277572632,-0.06940102577209473,-0.05615639686584473,-0.46817177534103394,-0.4602757692337036,-0.45238131284713745,-0.44448691606521606,-1.0,-1.0,-1.0,-1.0
-0.07394003868103027,-0.4760661721229553,-1.0,-0.07225543260574341,-0.07023519277572632,-0.06940102577209473,-0.05615639686584473,-0.46817177534103394,-0.4602757692337036,-0.45238131284713745,-0.44448691606521606,-1.0,-1.0,-1.0,-1.0,1.0,-0.06648998707532883,0.0,-0.06560462713241577,-0.4849114418029785,-1.0,-0.07394003868103027,-0.07225543260574341,-0.07023519277572632,-0.06940102577209473,-0.4760661721229553,-0.46817177534103394,-0.4602757692337036,-0.45238131284713745,-1.0,-1.0,-1.0,-1.0
-0.06560462713241577,-0.4849114418029785,-1.0,-0.07394003868103027,-0.07225543260574341,-0.07023519277572632,-0.06940102577209473,-0.4760661721229553,-0.46817177534103394,-0.4602757692337036,-0.45238131284713745,-1.0,-1.0,-1.0,-1.0,1.0,-0.07607987523078918,0.0,-0.05492758750915527,-0.5017635822296143,-1.0,-0.06560462713241577,-0.07394003868103027,-0.07225543260574341,-0.07023519277572632,-0.4849114418029785,-0.4760661721229553,-0.46817177534103394,-0.4602757692337036,-1.0,-1.0,-1.0,-1.0
-0.05492758750915527,-0.5017635822296143,-1.0,-0.06560462713241577,-0.07394003868103027,-0.07225543260574341,-0.07023519277572632,-0.4849114418029785,-0.4760661721229553,-0.46817177534103394,-0.4602757692337036,-1.0,-1.0,-1.0,-1.0,0.0,-0.07615992426872253,0.0,-0.05137532949447632,-0.5078943967819214,-1.0,-0.05492758750915527,-0.06560462713241577,-0.07394003868103027,-0.07225543260574341,-0.5017635822296143,-0.4849114418029785,-0.4760661721229553,-0.46817177534103394,-1.0,-1.0,-1.0,-1.0
-0.05137532949447632,-0.5078943967819214,-1.0,-0.05492758750915527,-0.06560462713241577,-0.07394003868103027,-0.07225543260574341,-0.5017635822296143,-0.4849114418029785,-0.4760661721229553,-0.46817177534103394,-1.0,-1.0,-1.0,-1.0,0.0,-0.08232451975345612,0.0,-0.061199963092803955,-0.5078943967819214,-1.0,-0.05137532949447632,-0.05492758750915527,-0.06560462713241577,-0.07394003868103027,-0.5078943967819214,-0.5017635822296143,-0.4849114418029785,-0.4760661721229553,-1.0,-1.0,-1.0,-1.0
-0.061199963092803955,-0.5078943967819214,-1.0,-0.05137532949447632,-0.05492758750915527,-0.06560462713241577,-0.07394003868103027,-0.5078943967819214,-0.5017635822296143,-0.4849114418029785,-0.4760661721229553,-1.0,-1.0,-1.0,-1.0,0.0,-0.1678239107131958,0.0,-0.07519328594207764,-0.5078943967819214,-1.0,-0.061199963092803955,-0.05137532949447632,-0.05492758750915527,-0.06560462713241577,-0.5078943967819214,-0.5078943967819214,-0.5017635822296143,-0.4849114418029785,-1.0,-1.0,-1.0,-1.0
-0.07519328594207764,-0.5078943967819214,-1.0,-0.061199963092803955,-0.05137532949447632,-0.05492758750915527,-0.06560462713241577,-0.5078943967819214,-0.5078943967819214,-0.5017635822296143,-0.4849114418029785,-1.0,-1.0,-1.0,-1.0,1.0,-0.3396885395050049,0.0,-0.07795411348342896,-0.5078943967819214,-1.0,-0.07519328594207764,-0.061199963092803955,-0.05137532949447632,-0.05492758750915527,-0.5078943967819214,-0.5078943967819214,-0.5078943967819214,-0.5017635822296143,-1.0,-1.0,-1.0,-1.0
-0.07795411348342896,-0.5078943967819214,-1.0,-0.07519328594207764,-0.061199963092803955,-0.05137532949447632,-0.05492758750915527,-0.5078943967819214,-0.5078943967819214,-0.5078943967819214,-0.5017635822296143,-1.0,-1.0,-1.0,-1.0,0.0,-0.4935952126979828,0.0,-0.07882285118103027,-0.5076390504837036,-1.0,-0.07795411348342896,-0.07519328594207764,-0.061199963092803955,-0.05137532949447632,-0.5078943967819214,-0.5078943967819214,-0.5078943967819214,-0.5078943967819214,-1.0,-1.0,-1.0,-1.0
-0.07882285118103027,-0.5076390504837036,-1.0,-0.07795411348342896,-0.07519328594207764,-0.061199963092803955,-0.05137532949447632,-0.5078943967819214,-0.5078943967819214,-0.5078943967819214,-0.5078943967819214,-1.0,-1.0,-1.0,-1.0,0.0,-0.6954477429389954,0.0,-0.08909910917282104,-0.5046274662017822,-1.0,-0.07882285118103027,-0.07795411348342896,-0.07519328594207764,-0.061199963092803955,-0.5076390504837036,-0.5078943967819214,-0.5078943967819214,-0.5078943967819214,-1.0,-1.0,-1.0,-1.0
-0.08909910917282104,-0.5046274662017822,-1.0,-0.07882285118103027,-0.07795411348342896,-0.07519328594207764,-0.061199963092803955,-0.5076390504837036,-0.5078943967819214,-0.5078943967819214,-0.5078943967819214,-1.0,-1.0,-1.0,-1.0,0.0,-0.9856401085853577,0.0,-0.10176187753677368,-0.5023514628410339,-1.0,-0.08909910917282104,-0.07882285118103027,-0.07795411348342896,-0.07519328594207764,-0.5046274662017822,-0.5076390504837036,-0.5078943967819214,-0.5078943967819214,-1.0,-1.0,-1.0,-1.0
-0.10176187753677368,-0.5023514628410339,-1.0,-0.08909910917282104,-0.07882285118103027,-0.07795411348342896,-0.07519328594207764,-0.5046274662017822,-0.5076390504837036,-0.5078943967819214,-0.5078943967819214,-1.0,-1.0,-1.0,-1.0,1.0,-1.352234125137329,0.0,-0.10339558124542236,-0.5031321048736572,-1.0,-0.10176187753677368,-0.08909910917282104,-0.07882285118103027,-0.07795411348342896,-0.5023514628410339,-0.5046274662017822,-0.5076390504837036,-0.5078943967819214,-1.0,-1.0,-1.0,-1.0
-0.10339558124542236,-0.5031321048736572,-1.0,-0.10176187753677368,-0.08909910917282104,-0.07882285118103027,-0.07795411348342896,-0.5023514628410339,-0.5046274662017822,-0.5076390504837036,-0.5078943967819214,-1.0,-1.0,-1.0,-1.0,1.0,-1.6773028373718262,0.0,-0.09319460391998291,-0.5015660524368286,-1.0,-0.10339558124542236,-0.10176187753677368,-0.08909910917282104,-0.07882285118103027,-0.5031321048736572,-0.5023514628410339,-0.5046274662017822,-0.5076390504837036,-1.0,-1.0,-1.0,-1.0
-0.09319460391998291,-0.5015660524368286,-1.0,-0.10339558124542236,-0.10176187753677368,-0.08909910917282104,-0.07882285118103027,-0.5031321048736572,-0.5023514628410339,-0.5046274662017822,-0.5076390504837036,-1.0,-1.0,-1.0,-1.0,0.0,-1.9268264770507812,0.0,-0.08980304002761841,-0.4958094358444214,-1.0,-0.09319460391998291,-0.10339558124542236,-0.10176187753677368,-0.08909910917282104,-0.5015660524368286,-0.5031321048736572,-0.5023514628410339,-0.5046274662017822,-1.0,-1.0,-1.0,-1.0
-0.08980304002761841,-0.4958094358444214,-1.0,-0.09319460391998291,-0.10339558124542236,-0.10176187753677368,-0.08909910917282104,-0.5015660524368286,-0.5031321048736572,-0.5023514628410339,-0.5046274662017822,-1.0,-1.0,-1.0,-1.0,1.0,-2.1861934661865234,0.0,-0.08778685331344604,-0.4911274313926697,-1.0,-0.08980304002761841,-0.09319460391998291,-0.10339558124542236,-0.10176187753677368,-0.4958094358444214,-0.5015660524368286,-0.5031321048736572,-0.5023514628410339,-1.0,-1.0,-1.0,-1.0
-0.08778685331344604,-0.4911274313926697,-1.0,-0.08980304002761841,-0.09319460391998291,-0.10339558124542236,-0.10176187753677368,-0.4958094358444214,-0.5015660524368286,-0.5031321048736572,-0.5023514628410339,-1.0,-1.0,-1.0,-1.0,0.0,-2.4070470333099365,0.0,-0.08696693181991577,-0.4892497658729553,-1.0,-0.08778685331344604,-0.08980304002761841,-0.09319460391998291,-0.10339558124542236,-0.4911274313926697,-0.4958094358444214,-0.5015660524368286,-0.5031321048736572,-1.0,-1.0,-1.0,-1.0
-0.08696693181991577,-0.4892497658729553,-1.0,-0.08778685331344604,-0.08980304002761841,-0.09319460391998291,-0.10339558124542236,-0.4911274313926697,-0.4958094358444214,-0.5015660524368286,-0.5031321048736572,-1.0,-1.0,-1.0,-1.0,1.0,-2.644333600997925,0.0,-0.08454996347427368,-0.4849644899368286,-1.0,-0.08696693181991577,-0.08778685331344604,-0.08980304002761841,-0.09319460391998291,-0.4892497658729553,-0.4911274313926697,-0.4958094358444214,-0.5015660524368286,-1.0,-1.0,-1.0,-1.0
-0.08454996347427368,-0.4849644899368286,-1.0,-0.08696693181991577,-0.08778685331344604,-0.08980304002761841,-0.09319460391998291,-0.4892497658729553,-0.4911274313926697,-0.4958094358444214,-0.5015660524368286,-1.0,-1.0,-1.0,-1.0,1.0,-2.825200080871582,0.0,-0.07390135526657104,-0.47646450996398926,-1.0,-0.08454996347427368,-0.08696693181991577,-0.08778685331344604,-0.08980304002761841,-0.4849644899368286,-0.4892497658729553,-0.4911274313926697,-0.4958094358444214,-1.0,-1.0,-1.0,-1.0
-0.07390135526657104,-0.47646450996398926,-1.0,-0.08454996347427368,-0.08696693181991577,-0.08778685331344604,-0.08980304002761841,-0.4849644899368286,-0.4892497658729553,-0.4911274313926697,-0.4958094358444214,-1.0,-1.0,-1.0,-1.0,1.0,-2.916285514831543,0.0,-0.06089884042739868,-0.4693250060081482,-1.0,-0.07390135526657104,-0.08454996347427368,-0.08696693181991577,-0.08778685331344604,-0.47646450996398926,-0.4849644899368286,-0.4892497658729553,-0.4911274313926697,-1.0,-1.0,-1.0,-1.0
-0.06089884042739868,-0.4693250060081482,-1.0,-0.07390135526657104,-0.08454996347427368,-0.08696693181991577,-0.08778685331344604,-0.47646450996398926,-0.4849644899368286,-0.4892497658729553,-0.4911274313926697,-1.0,-1.0,-1.0,-1.0,1.0,-2.9308722019195557,0.0,-0.04709678888320923,-0.4644518494606018,-1.0,-0.06089884042739868,-0.07390135526657104,-0.08454996347427368,-0.08696693181991577,-0.4693250060081482,-0.47646450996398926,-0.4849644899368286,-0.4892497658729553,-1.0,-1.0,-1.0,-1.0
-0.04709678888320923,-0.4644518494606018,-1.0,-0.06089884042739868,-0.07390135526657104,-0.08454996347427368,-0.08696693181991577,-0.4693250060081482,-0.47646450996398926,-0.4849644899368286,-0.4892497658729553,-1.0,-1.0,-1.0,-1.0,1.0,-2.9406180381774902,0.0,-0.03339231014251709,-0.4583290219306946,-1.0,-0.04709678888320923,-0.06089884042739868,-0.07390135526657104,-0.08454996347427368,-0.4644518494606018,-0.4693250060081482,-0.47646450996398926,-0.4849644899368286,-1.0,-1.0,-1.0,-1.0
-0.03339231014251709,-0.4583290219306946,-1.0,-0.04709678888320923,-0.06089884042739868,-0.07390135526657104,-0.08454996347427368,-0.4644518494606018,-0.4693250060081482,-0.47646450996398926,-0.4849644899368286,-1.0,-1.0,-1.0,-1.0,0.0,-2.940699577331543,0.0,-0.030529797077178955,-0.44967973232269287,-1.0,-0.03339231014251709,-0.04709678888320923,-0.06089884042739868,-0.07390135526657104,-0.4583290219306946,-0.4644518494606018,-0.4693250060081482,-0.47646450996398926,-1.0,-1.0,-1.0,-1.0
-0.030529797077178955,-0.44967973232269287,-1.0,-0.03339231014251709,-0.04709678888320923,-0.06089884042739868,-0.07390135526657104,-0.4583290219306946,-0.4644518494606018,-0.4693250060081482,-0.47646450996398926,-1.0,-1.0,-1.0,-1.0,0.0,-2.940699577331543,0.0,-0.041973888874053955,-0.44314897060394287,-1.0,-0.030529797077178955,-0.03339231014251709,-0.04709678888320923,-0.06089884042739868,-0.44967973232269287,-0.4583290219306946,-0.4644518494606018,-0.4693250060081482,-1.0,-1.0,-1.0,-1.0
-0.041973888874053955,-0.44314897060394287,-1.0,-0.030529797077178955,-0.03339231014251709,-0.04709678888320923,-0.06089884042739868,-0.44967973232269287,-0.4583290219306946,-0.4644518494606018,-0.4693250060081482,-1.0,-1.0,-1.0,-1.0,0.0,-2.940714120864868,0.0,-0.05690103769302368,-0.43788546323776245,-1.0,-0.041973888874053955,-0.030529797077178955,-0.03339231014251709,-0.04709678888320923,-0.44314897060394287,-0.44967973232269287,-0.4583290219306946,-0.4644518494606018,-1.0,-1.0,-1.0,-1.0
-0.05690103769302368,-0.43788546323776245,-1.0,-0.041973888874053955,-0.030529797077178955,-0.03339231014251709,-0.04709678888320923,-0.44314897060394287,-0.44967973232269287,-0.4583290219306946,-0.4644518494606018,-1.0,-1.0,-1.0,-1.0,1.0,-2.9750750064849854,0.0,-0.05924069881439209,-0.4326220154762268,-1.0,-0.05690103769302368,-0.041973888874053955,-0.030529797077178955,-0.03339231014251709,-0.43788546323776245,-0.44314897060394287,-0.44967973232269287,-0.4583290219306946,-1.0,-1.0,-1.0,-1.0
-0.05924069881439209,-0.4326220154762268,-1.0,-0.05690103769302368,-0.041973888874053955,-0.030529797077178955,-0.03339231014251709,-0.43788546323776245,-0.44314897060394287,-0.44967973232269287,-0.4583290219306946,-1.0,-1.0,-1.0,-1.0,1.0,-2.9879953861236572,0.0,-0.049176037311553955,-0.4273601174354553,-1.0,-0.05924069881439209,-0.05690103769302368,-0.041973888874053955,-0.030529797077178955,-0.4326220154762268,-0.43788546323776245,-0.44314897060394287,-0.44967973232269287,-1.0,-1.0,-1.0,-1.0
-0.049176037311553955,-0.4273601174354553,-1.0,-0.05924069881439209,-0.05690103769302368,-0.041973888874053955,-0.030529797077178955,-0.4326220154762268,-0.43788546323776245,-0.44314897060394287,-0.44967973232269287,-1.0,-1.0,-1.0,-1.0,1.0,-2.997748613357544,0.0,-0.038433849811553955,-0.42190873622894287,-1.0,-0.049176037311553955,-0.05924069881439209,-0.05690103769302368,-0.041973888874053955,-0.4273601174354553,-0.4326220154762268,-0.43788546323776245,-0.44314897060394287,-1.0,-1.0,-1.0,-1.0
-0.038433849811553955,-0.42190873622894287,-1.0,-0.049176037311553955,-0.05924069881439209,-0.05690103769302368,-0.041973888874053955,-0.4273601174354553,-0.4326220154762268,-0.43788546323776245,-0.44314897060394287,-1.0,-1.0,-1.0,-1.0,1.0,-3.0075714588165283,0.0,-0.02608436346054077,-0.4140849709510803,-1.0,-0.038433849811553955,-0.049176037311553955,-0.05924069881439209,-0.05690103769302368,-0.42190873622894287,-0.4273601174354553,-0.4326220154762268,-0.43788546323776245,-1.0,-1.0,-1.0,-1.0
-0.02608436346054077,-0.4140849709510803,-1.0,-0.038433849811553955,-0.049176037311553955,-0.05924069881439209,-0.05690103769302368,-0.42190873622894287,-0.4273601174354553,-0.4326220154762268,-0.43788546323776245,-1.0,-1.0,-1.0,-1.0,1.0,-3.017458915710449,0.0,-0.012687146663665771,-0.4048975706100464,-1.0,-0.02608436346054077,-0.038433849811553955,-0.049176037311553955,-0.05924069881439209,-0.4140849709510803,-0.42190873622894287,-0.4273601174354553,-0.4326220154762268,-1.0,-1.0,-1.0,-1.0
-0.012687146663665771,-0.4048975706100464,-1.0,-0.02608436346054077,-0.038433849811553955,-0.049176037311553955,-0.05924069881439209,-0.4140849709510803,-0.42190873622894287,-0.4273601174354553,-0.4326220154762268,-1.0,-1.0,-1.0,-1.0,0.0,-3.0175416469573975,0.0,-0.01031494140625,-0.392913818359375,-1.0,-0.012687146663665771,-0.02608436346054077,-0.038433849811553955,-0.049176037311553955,-0.4048975706100464,-0.4140849709510803,-0.42190873622894287,-0.4273601174354553,-1.0,-1.0,-1.0,-1.0
-0.01031494140625,-0.392913818359375,-1.0,-0.012687146663665771,-0.02608436346054077,-0.038433849811553955,-0.049176037311553955,-0.4048975706100464,-0.4140849709510803,-0.42190873622894287,-0.4273601174354553,-1.0,-1.0,-1.0,-1.0,0.0,-3.0175416469573975,0.0,-0.022798657417297363,-0.38525390625,-1.0,-0.01031494140625,-0.012687146663665771,-0.02608436346054077,-0.038433849811553955,-0.392913818359375,-0.4048975706100464,-0.4140849709510803,-0.42190873622894287,-1.0,-1.0,-1.0,-1.0
-0.022798657417297363,-0.38525390625,-1.0,-0.01031494140625,-0.012687146663665771,-0.02608436346054077,-0.038433849811553955,-0.392913818359375,-0.4048975706100464,-0.4140849709510803,-0.42190873622894287,-1.0,-1.0,-1.0,-1.0,1.0,-3.027259111404419,0.0,-0.025746643543243408,-0.3799903988838196,-1.0,-0.022798657417297363,-0.01031494140625,-0.012687146663665771,-0.02608436346054077,-0.38525390625,-0.392913818359375,-0.4048975706100464,-0.4140849709510803,-1.0,-1.0,-1.0,-1.0
-0.025746643543243408,-0.3799903988838196,-1.0,-0.022798657417297363,-0.01031494140625,-0.012687146663665771,-0.02608436346054077,-0.38525390625,-0.392913818359375,-0.4048975706100464,-0.4140849709510803,-1.0,-1.0,-1.0,-1.0,1.0,-3.0371198654174805,0.0,-0.015932202339172363,-0.37499678134918213,-1.0,-0.025746643543243408,-0.022798657417297363,-0.01031494140625,-0.012687146663665771,-0.3799903988838196,-0.38525390625,-0.392913818359375,-0.4048975706100464,-1.0,-1.0,-1.0,-1.0
-0.015932202339172363,-0.37499678134918213,-1.0,-0.025746643543243408,-0.022798657417297363,-0.01031494140625,-0.012687146663665771,-0.3799903988838196,-0.38525390625,-0.392913818359375,-0.4048975706100464,-1.0,-1.0,-1.0,-1.0,1.0,-3.04705810546875,0.0,-0.00225830078125,-0.3715258240699768,-1.0,-0.015932202339172363,-0.025746643543243408,-0.022798657417297363,-0.01031494140625,-0.37499678134918213,-0.3799903988838196,-0.38525390625,-0.392913818359375,-1.0,-1.0,-1.0,-1.0
-0.00225830078125,-0.3715258240699768,-1.0,-0.015932202339172363,-0.025746643543243408,-0.022798657417297363,-0.01031494140625,-0.37499678134918213,-0.3799903988838196,-0.38525390625,-0.392913818359375,-1.0,-1.0,-1.0,-1.0,1.0,-3.057060718536377,0.0,0.01319575309753418,-0.36157870292663574,-1.0,-0.00225830078125,-0.015932202339172363,-0.025746643543243408,-0.022798657417297363,-0.3715258240699768,-0.37499678134918213,-0.3799903988838196,-0.38525390625,-1.0,-1.0,-1.0,-1.0
0.01319575309753418,-0.36157870292663574,-1.0,-0.00225830078125,-0.015932202339172363,-0.025746643543243408,-0.022798657417297363,-0.3715258240699768,-0.37499678134918213,-0.3799903988838196,-0.38525390625,-1.0,-1.0,-1.0,-1.0,0.0,-3.0571444034576416,0.0,0.017915844917297363,-0.3427942991256714,-1.0,0.01319575309753418,-0.00225830078125,-0.015932202339172363,-0.025746643543243408,-0.36157870292663574,-0.3715258240699768,-0.37499678134918213,-0.3799903988838196,-1.0,-1.0,-1.0,-1.0
0.017915844917297363,-0.3427942991256714,-1.0,0.01319575309753418,-0.00225830078125,-0.015932202339172363,-0.025746643543243408,-0.36157870292663574,-0.3715258240699768,-0.37499678134918213,-0.3799903988838196,-1.0,-1.0,-1.0,-1.0,1.0,-3.067059278488159,0.0,0.02077031135559082,-0.3233899474143982,-1.0,0.017915844917297363,0.01319575309753418,-0.00225830078125,-0.015932202339172363,-0.3427942991256714,-0.36157870292663574,-0.3715258240699768,-0.37499678134918213,-1.0,-1.0,-1.0,-1.0
