Tin_degC,Tout_degC,Psol_Wm2,Price,Action,Reward,Done
24.138062,13.864441,296.0287,-0.8,3,-19.956371,0.0
24.122528,13.82547,296.0287,-0.8,5,-20.021086,0.0
24.115295,13.774109,296.0287,-0.8,1,-20.079973,0.0
24.08493,13.748199,294.9079,-0.8,4,-20.113195,0.0
24.031647,13.728546,290.73352,-0.8,9,-20.144098,0.0
24.08014,13.71936,285.57822,-0.8,1,-20.208609,0.0
24.132385,13.680908,279.54718,-0.8,1,-20.267576,0.0
24.074219,13.613434,274.98447,-0.8,4,-20.295269,0.0
24.02362,13.674835,273.00525,-0.8,5,-20.316929,0.0
24.046967,13.741028,275.3112,-0.8,2,-20.357262,0.0
24.084747,13.667328,279.11453,-0.8,6,-20.417889,0.0
24.144196,13.603241,281.68002,-0.8,1,-20.51432,0.0
24.202179,13.6328125,283.71875,-0.8,6,-20.627998,0.0
24.238129,13.680695,289.09216,-0.8,8,-20.78611,0.0
24.376251,13.755981,298.36853,-0.8,8,-21.033619,0.0
24.583588,13.829437,303.00604,-0.8,3,-21.37729,0.0
24.7435,13.8749695,305.6699,-0.8,10,-21.79141,0.0
24.895233,14.049927,312.56555,-0.8,7,-22.302223,0.0
25.10904,14.3125305,321.02505,-0.8,9,-22.91837,0.0
25.321777,14.515106,327.333,-0.8,3,-23.630005,0.0
25.470856,14.707306,332.9473,-0.8,8,-24.394993,0.0
25.565277,14.978119,337.8575,-0.8,6,-25.217785,0.0
25.689056,15.247589,342.342,-0.8,10,-26.106203,0.0
25.836914,15.436432,346.09134,-0.8,6,-27.074465,0.0
25.985046,15.556,349.32907,-0.8,6,-28.096281,0.0
26.065094,15.712799,353.80112,-0.8,3,-29.144276,0.0
26.085358,15.900085,358.81177,-0.8,3,-30.182772,0.0
26.037933,16.087738,360.3119,-0.8,10,-31.210371,0.0
26.062958,16.189117,361.44583,-0.8,6,-32.27928,0.0
26.174316,16.214783,362.57977,-0.8,10,-33.406483,0.0
26.307037,16.154724,363.71442,-0.8,8,-34.613,0.0
26.477386,16.186401,363.9006,-0.8,4,-35.88861,0.0
26.576263,16.327454,362.15125,-0.8,3,-37.18528,0.0
26.572052,16.495575,361.531,-0.8,2,-38.461727,0.0
26.501892,16.711365,361.61615,-0.8,3,-39.69469,0.0
26.407959,16.836609,363.12735,-0.8,8,-40.899227,0.0
26.40091,16.831268,365.89297,-0.8,8,-42.133575,0.0
26.509552,16.742401,366.45993,-0.8,3,-43.419247,0.0
26.585419,16.623413,366.21143,-0.8,5,-44.721104,0.0
26.594238,16.614471,367.17642,-0.8,5,-46.030727,0.0
26.616089,16.752106,368.49243,-0.8,7,-47.358696,0.0
26.671448,16.848206,368.61844,-0.8,1,-48.70896,0.0
26.681427,16.859375,368.61844,-0.8,9,-50.05357,0.0
26.688599,16.887054,368.61844,-0.8,10,-51.443306,0.0
26.844116,16.957153,368.61844,-0.8,2,-52.90616,0.0
26.948303,16.969818,368.61844,-0.8,5,-54.385616,0.0
26.942078,16.978882,368.61844,-0.8,5,-55.866444,0.0
26.95343,17.175873,369.30652,-0.8,4,-57.351986,0.0
26.956787,17.307861,370.85654,-0.8,6,-58.839348,0.0
26.968658,17.299957,369.72812,-0.8,5,-60.339462,0.0
27.000275,17.314331,366.96597,-0.8,10,-61.59003,0.0
27.038574,17.318604,365.4132,-0.8,8,-61.59957,0.0
27.187317,17.333649,364.30765,-0.8,6,-61.607773,0.0
27.304718,17.373688,363.74207,-0.8,8,-61.617313,0.0
27.40216,17.42218,363.79886,-0.8,5,-61.624866,0.0
27.480469,17.610596,364.84833,-0.8,6,-61.633053,0.0
27.517029,17.759308,365.98297,-0.8,8,-61.642616,0.0
27.591064,17.88272,367.11688,-0.8,8,-61.652225,0.0
27.713806,17.981934,368.25082,-0.8,6,-61.66048,0.0
27.82721,18.028229,369.38544,-0.8,6,-61.66873,0.0
27.91446,18.12201,370.51938,-0.8,6,-61.67699,0.0
27.98816,18.277496,371.1466,-0.8,8,-61.686607,0.0
28.070526,18.421143,370.8219,-0.8,5,-61.6942,0.0
28.157959,18.531647,373.18185,-0.8,10,-61.705235,0.0
28.276642,18.625,378.94913,-0.8,1,-61.710186,0.0
28.363464,18.72934,377.38116,-0.8,4,-61.71706,0.0
28.345306,18.840088,370.5685,-0.8,1,-61.721966,0.0
28.303833,18.990417,374.55667,-0.8,8,-61.73153,0.0
28.312927,19.100372,380.6002,-0.8,10,-61.742653,0.0
28.501862,19.077393,385.29654,-0.8,7,-61.751762,0.0
28.746124,19.024841,389.83295,-0.8,10,-61.76305,0.0
28.993073,19.036377,394.37006,-0.8,9,-61.773724,0.0
29.199677,19.275696,398.9072,-0.8,2,-61.779392,0.0
29.208954,19.585083,403.4436,-0.8,7,-61.788494,0.0
29.162933,19.897888,407.98074,-0.8,1,-61.79345,0.0
29.105682,20.159576,411.35345,-0.8,3,-61.79971,0.0
28.978363,20.171356,411.69406,-0.8,6,-63.484104,0.0
28.973877,20.113037,411.75983,-0.8,10,-65.99862,0.0
29.06488,20.040527,411.66635,-0.8,9,-68.58658,0.0
29.249878,19.879242,412.3365,-0.8,3,-71.2532,0.0
29.360016,19.873566,413.7369,-0.8,1,-73.931656,0.0
29.310028,19.988861,412.57324,-0.8,6,-76.5745,0.0
29.250061,20.223175,409.2725,-0.8,9,-79.22286,0.0
29.323425,20.362701,410.9838,-0.8,7,-81.92533,0.0
29.445038,20.299377,413.25235,-0.8,7,-84.68254,0.0
29.545166,20.22342,415.5202,-0.8,10,-87.49507,0.0
29.671661,20.316345,417.78876,-0.8,7,-90.37566,0.0
29.802612,20.470367,416.45825,-0.8,1,-93.28928,0.0
29.794647,20.597198,407.28708,-0.8,3,-96.16091,0.0
29.66507,20.757446,401.1273,-0.8,7,-98.9794,0.0
29.596863,20.92331,395.531,-0.8,10,-101.80157,0.0
29.666199,20.913208,389.05206,-0.8,5,-104.66605,0.0
29.74411,20.749084,382.06088,-0.8,0,-107.52291,0.0
29.638306,20.66269,375.78687,-0.8,1,-110.294975,0.0
29.435852,20.750519,370.17258,-0.8,5,-112.97919,0.0
29.292786,20.849213,365.551,-0.8,0,-115.59351,0.0
29.138062,20.71518,361.01385,-0.8,0,-118.10105,0.0
28.884857,20.45874,356.47745,-0.8,1,-120.49304,0.0
28.679565,20.277527,351.94034,-0.8,7,-122.40211,0.0
28.53717,20.081543,348.37997,-0.8,0,-122.40218,0.0
28.430847,19.760834,346.7414,-0.8,3,-122.40821,0.0
28.299164,19.500793,343.6885,-0.8,4,-122.41491,0.0
28.237335,19.320404,340.16138,-0.8,8,-122.42417,0.0
28.264343,19.18573,337.19986,-0.8,0,-122.42425,0.0
28.24176,19.018951,335.03586,-0.8,3,-122.43028,0.0
28.164429,18.940613,334.14145,-0.8,7,-122.43889,0.0
28.186584,18.974823,334.3706,-0.8,0,-122.438965,0.0
28.167328,18.946228,335.2643,-0.8,0,-122.438965,0.0
28.003418,18.848267,336.50204,-0.8,8,-122.44804,0.0
27.96463,18.876343,337.9351,-0.8,6,-122.45595,0.0
28.063782,18.85196,338.06662,-0.8,0,-122.45602,0.0
28.05655,18.644318,331.62503,-0.8,4,-122.46256,0.0
28.015198,18.595184,320.2075,-0.8,1,-122.467384,0.0
27.97882,18.720795,308.7671,-0.8,2,-122.47276,0.0
27.89853,18.71164,297.37442,-0.8,7,-122.481064,0.0
27.872559,18.65924,286.09186,-0.8,8,-122.490036,0.0
27.936127,18.61316,275.83942,-0.8,8,-122.49904,0.0
28.028412,18.511475,268.74365,-0.8,7,-122.50744,0.0
28.111145,18.478577,261.93866,-0.8,2,-122.512856,0.0
28.124695,18.559082,255.133,-0.8,0,-122.5129,0.0
27.978424,18.675995,248.328,-0.8,9,-122.5224,0.0
27.848633,18.780792,240.32124,-0.8,2,-122.52785,0.0
27.810883,18.797943,232.91121,-0.8,2,-122.53325,0.0
27.720306,18.61267,236.2957,-0.8,8,-122.54226,0.0
27.689789,18.448273,247.37268,-0.8,2,-123.80863,0.0
27.74228,18.400452,256.7951,-0.8,2,-125.66965,0.0
27.670837,18.285736,265.8694,-0.8,2,-127.487595,0.0
27.578491,18.24707,274.9429,-0.8,2,-129.25856,0.0
27.483887,18.313568,284.01645,-0.8,3,-130.9846,0.0
27.399048,18.223053,289.1157,-0.8,4,-132.67273,0.0
27.33197,18.10608,285.35806,-0.8,2,-134.32922,0.0
27.269257,17.986267,284.59726,-0.8,8,-135.96735,0.0
27.27414,17.878784,284.75095,-0.8,2,-137.6235,0.0
27.311432,17.793823,280.73026,-0.8,6,-139.28333,0.0
27.303497,17.714386,270.466,-0.8,9,-140.9537,0.0
27.349396,17.720581,276.03806,-0.8,9,-142.65475,0.0
27.416351,17.767822,296.3132,-0.8,1,-144.3724,0.0
27.409912,17.757751,295.00687,-0.8,9,-146.07922,0.0
27.405182,17.815887,282.86038,-0.8,9,-147.81252,0.0
27.494019,17.900726,261.6327,-0.8,3,-149.57968,0.0
27.52594,17.892548,234.50342,-0.8,1,-151.32698,0.0
27.430298,17.886566,234.86133,-0.8,6,-153.02429,0.0
27.345825,17.999084,253.2611,-0.8,10,-154.71056,0.0
27.383179,18.03952,252.97658,-0.8,8,-156.44147,0.0
27.506073,17.918365,248.46991,-0.8,10,-158.23843,0.0
27.64267,17.81137,250.35149,-0.8,9,-160.09825,0.0
27.74878,17.858704,255.48952,-0.8,7,-161.6577,0.0
27.75592,18.014374,266.7146,-0.8,9,-161.66739,0.0
27.764893,18.187378,283.32074,-0.8,3,-161.67342,0.0
27.73108,18.321777,274.78647,-0.8,9,-161.68303,0.0
27.690643,18.330841,247.4156,-0.8,5,-161.69026,0.0
27.69336,18.342194,233.08844,-0.8,5,-161.69748,0.0
27.684784,18.299377,224.22188,-0.8,1,-161.70233,0.0
27.705994,18.248138,224.52232,-0.8,8,-161.71132,0.0
27.84616,18.251587,229.98845,-0.8,9,-161.72104,0.0
28.217194,18.240723,240.55244,-0.8,5,-161.7283,0.0
28.567993,18.267578,253.3227,-0.8,1,-161.73315,0.0
28.713379,18.44513,256.0821,-0.8,5,-161.74055,0.0
28.895752,18.9151,255.38911,-0.8,5,-161.74811,0.0
28.945007,19.359467,254.05167,-0.8,7,-161.75687,0.0
28.831451,19.54361,251.18637,-0.8,3,-161.76297,0.0
28.74231,19.774628,290.6207,-0.8,3,-161.76901,0.0
28.671234,19.837006,389.3532,-0.8,3,-161.77505,0.0
28.726654,19.693176,368.8545,-0.8,3,-161.78111,0.0
28.879333,19.580261,296.8414,-0.8,3,-161.78719,0.0
29.01242,19.490234,271.58472,-0.8,7,-161.7958,0.0
29.157898,19.560425,262.11728,-0.8,7,-161.80447,0.0
29.297333,19.753815,280.18613,-0.8,10,-161.81516,0.0
29.315674,19.922394,308.67917,-0.8,9,-161.82526,0.0
29.294647,20.106659,312.5503,-0.8,10,-161.83607,0.0
29.325134,20.283295,310.94702,-0.8,10,-161.84694,0.0
29.405975,20.306519,305.77646,-0.8,10,-161.85779,0.0
29.484924,20.279877,299.70044,-0.8,0,-163.7136,0.0
29.45877,20.318512,298.28616,-0.8,8,-166.41779,0.0
29.351349,20.420898,300.92023,-0.8,2,-169.0863,0.0
29.285034,20.520905,294.98196,-0.8,10,-171.72308,0.0
29.247955,20.487762,283.72638,-0.8,4,-174.36005,0.0
29.257446,20.351715,282.42975,-0.8,6,-176.98709,0.0
29.221008,20.2677,283.92856,-0.8,5,-179.59865,0.0
29.196198,20.220734,286.8769,-0.8,5,-182.19862,0.0
29.174347,20.232758,290.58813,-0.8,0,-184.76363,0.0
29.05133,20.186615,289.8682,-0.8,10,-187.26813,0.0
28.96991,20.155182,284.49414,-0.8,6,-189.77333,0.0
29.018005,20.127502,289.9284,-0.8,3,-192.2922,0.0
29.0177,19.97168,300.82886,-0.8,8,-194.8064,0.0
29.018402,19.86856,305.39713,-0.8,10,-197.34544,0.0
29.10849,19.929474,308.74216,-0.8,3,-199.92581,1.0
20.581238,9.261597,314.18683,-0.8,7,-0.007926778,0.0
20.517517,9.277069,307.29947,-0.8,4,-0.014314338,0.0
20.554169,9.278839,300.5748,-0.8,6,-0.021774173,0.0
20.611267,9.242889,302.69244,-0.8,7,-0.029813208,0.0
20.714111,9.162201,305.10983,-0.8,7,-0.037885066,0.0
20.851196,9.208618,302.34906,-0.8,7,-0.045981117,0.0
20.997559,9.280945,298.31314,-0.8,8,-0.054662634,0.0
21.211884,9.411194,292.2932,-0.8,7,-0.062801875,0.0
21.37503,9.584839,286.96692,-0.8,4,-0.06925413,0.0
21.474365,9.770233,284.57925,-0.8,0,-0.06930771,0.0
21.40799,10.041718,282.4284,-0.8,4,-0.07564561,0.0
21.312225,10.248383,278.5759,-0.8,5,-0.082575776,0.0
21.305634,10.374207,275.61716,-0.8,6,-0.09007189,0.0
21.349762,10.290131,274.48254,-0.8,8,-0.09872029,0.0
21.44992,10.168823,273.3486,-0.8,6,-0.106291555,0.0
21.57367,10.160461,272.214,-0.8,10,-0.116172366,0.0
21.725433,10.21637,271.08005,-0.8,7,-0.12439665,0.0
21.900269,10.343231,271.476,-0.8,5,-0.13145265,0.0
22.003479,10.4999695,273.33893,-0.8,6,-0.13904749,0.0
22.052795,10.69223,276.89508,-0.8,3,-0.14494924,0.0
22.053009,10.913666,280.146,-0.8,7,-0.15305641,0.0
22.05011,11.044403,279.0453,-0.8,0,-0.15312433,0.0
21.989807,11.106873,275.6248,-0.8,10,-0.16289102,0.0
21.959198,11.107147,269.4193,-0.8,7,-0.17107859,0.0
22.069824,11.103485,264.27576,-0.8,7,-0.17926164,0.0
22.179443,11.0271,268.2542,-0.8,7,-0.18745123,0.0
22.27951,10.988312,273.34167,-0.8,2,-0.19281362,0.0
22.302338,11.1284485,273.92874,-0.8,7,-0.20091403,0.0
22.282166,11.267303,273.35,-0.8,6,-0.20848972,0.0
22.253906,11.394043,271.4622,-0.8,8,-0.21721318,0.0
22.301788,11.422943,268.81772,-0.8,7,-0.22538589,0.0
22.36502,11.3974,264.4142,-0.8,2,-0.23073621,0.0
22.349792,11.361603,259.74625,-0.8,8,-0.23934893,0.0
22.308105,11.422272,260.16785,-0.8,3,-0.24522783,0.0
22.286072,11.50235,259.7518,-0.8,7,-0.2532589,0.0
22.274231,11.483063,252.25247,-0.8,9,-0.26248562,0.0
22.445068,11.430267,243.87878,-0.8,3,-0.26839498,0.0
22.81784,11.402344,236.45563,-0.8,5,-0.27538282,0.0
23.071838,11.38736,232.51317,-0.8,0,-0.27544123,0.0
23.11148,11.60376,236.17732,-0.8,2,-0.28072453,0.0
23.094025,12.075928,243.82895,-0.8,2,-0.28605247,0.0
23.126434,12.397675,251.76859,-0.8,2,-0.29138315,0.0
23.10971,12.447876,259.7075,-0.8,0,-0.29142755,0.0
23.00531,12.425751,267.6471,-0.8,0,-0.29142755,0.0
22.828125,12.466827,275.58673,-0.8,3,-0.297238,0.0
22.720276,12.445648,282.0227,-0.8,7,-0.30528346,0.0
22.771301,12.313385,286.9392,-0.8,9,-0.314517,0.0
23.030731,12.088959,290.91837,-0.8,4,-0.32097316,0.0
23.24881,11.952362,289.24515,-0.8,9,-0.33022615,0.0
23.229614,12.016968,279.78046,-0.8,7,-0.3384513,0.0
23.259674,12.345581,268.8392,-0.8,8,-0.34728426,0.0
23.323212,12.621826,259.94217,-0.8,9,-0.3567354,0.0
23.416565,12.597504,252.9475,-0.8,9,-0.366196,0.0
23.517487,12.63559,261.83,-0.8,1,-0.37102562,0.0
23.509949,12.716064,273.34653,-0.8,1,-0.375801,0.0
23.408081,12.83432,271.3009,-0.8,8,-0.38439417,0.0
23.299286,12.962158,264.3055,-0.8,2,-0.38973075,0.0
23.245575,12.952606,252.8859,-0.8,6,-0.3971863,0.0
23.18106,12.823578,241.62062,-0.8,4,-0.403574,0.0
23.142853,12.6857605,231.34254,-0.8,0,-0.40362707,0.0
23.012665,12.617737,223.45692,-0.8,8,-0.4120761,0.0
22.919037,12.536011,219.43277,-0.8,2,-0.41739196,0.0
22.888214,12.48761,216.64363,-0.8,2,-0.42267224,0.0
22.805786,12.322723,213.76035,-0.8,10,-0.43226442,0.0
22.798584,12.204102,212.0989,-0.8,1,-0.43706706,0.0
22.814514,12.16507,215.01126,-0.8,5,-0.44393346,0.0
22.76648,12.060669,218.89766,-0.8,4,-0.45028833,0.0
22.740662,12.051544,220.24066,-0.8,2,-0.4555753,0.0
22.679718,12.071716,221.16898,-0.8,2,-0.46084136,0.0
22.570312,12.010864,221.55388,-0.8,3,-0.46660924,0.0
22.458832,11.97818,221.17383,-0.8,0,-0.4666573,0.0
22.314789,11.90097,218.70244,-0.8,4,-0.47287184,0.0
22.187592,11.76239,214.3806,-0.8,2,-0.47812295,0.0
22.111816,11.621185,206.4569,-0.8,1,-0.4828607,0.0
22.016815,11.438721,200.7554,-0.8,1,-0.48759115,0.0
21.904388,11.277618,200.7554,-0.8,4,-0.49381784,0.0
21.82196,11.181641,200.7554,-0.8,1,-0.49856153,0.0
21.696564,11.06131,200.7554,-0.8,10,-0.50790787,0.0
21.68393,10.918884,200.7554,-0.8,9,-0.5168785,0.0
21.79837,10.814484,200.7554,-0.8,2,-0.5221745,0.0
21.86496,10.65564,200.7554,-0.8,1,-0.5269197,0.0
21.810547,10.639648,202.6356,-0.8,8,-0.5352741,0.0
21.790833,10.784607,205.287,-0.8,5,-0.5421186,0.0
21.869598,10.8689575,206.80026,-0.8,10,-0.5516422,0.0
22.064331,10.800018,207.56038,-0.8,3,-0.55747914,0.0
22.396942,10.775055,207.56038,-0.8,1,-0.5622395,0.0
22.55304,10.874817,207.56038,-0.8,2,-0.56750655,0.0
22.43576,11.1214905,207.56038,-0.8,4,-0.5738291,0.0
22.339111,11.542786,207.56038,-0.8,10,-0.5834547,0.0
22.369965,11.740509,212.82437,-0.8,1,-0.58826077,0.0
22.415985,11.591949,221.15097,-0.8,1,-0.59301716,0.0
