Tin_degC,Tout_degC,Psol_Wm2,Price,Action,Reward,Done
22.464691,11.427551,343.95984,-0.8,5,-0.12226678,0.0
22.510742,11.501709,346.26373,-0.8,5,-0.12943985,0.0
22.559479,11.568115,343.36865,-0.8,5,-0.13662265,0.0
22.615753,11.628601,339.79794,-0.8,5,-0.14381562,0.0
22.615723,11.686951,336.90915,-0.8,5,-0.15101215,0.0
22.654816,11.748688,334.8282,-0.8,5,-0.15820295,0.0
22.687866,11.819946,336.21616,-0.8,5,-0.16536298,0.0
22.694183,11.819916,340.74844,-0.8,5,-0.17250286,0.0
22.703186,11.869415,342.51096,-0.8,5,-0.17964496,0.0
22.72702,11.911285,341.8526,-0.8,5,-0.18680073,0.0
22.774261,11.919281,332.8102,-0.8,5,-0.19398123,0.0
22.84732,11.930695,317.73056,-0.8,5,-0.20117696,0.0
22.924896,11.960907,315.92444,-0.8,5,-0.2083745,0.0
22.999847,12.020721,319.64606,-0.8,5,-0.21557643,0.0
23.08606,12.113281,328.58878,-0.8,5,-0.22278656,0.0
23.181,12.211517,338.2722,-0.8,5,-0.23000532,0.0
23.277039,12.306488,339.3646,-0.8,5,-0.23723312,0.0
23.394165,12.41568,338.78378,-0.8,5,-0.2444723,0.0
23.631042,12.535919,340.90213,-0.8,5,-0.25173438,0.0
23.93982,12.657593,343.17065,-0.8,5,-0.2590156,0.0
24.246796,12.805939,345.43924,-0.8,5,-0.26631093,0.0
24.548462,13.105988,347.70712,-0.8,5,-0.27362165,0.0
24.798279,13.497101,352.7039,-0.8,5,-0.28094712,0.0
24.95752,13.885956,359.21677,-0.8,9,-0.29084462,0.0
24.926971,14.268036,359.5449,-0.8,5,-0.29823175,0.0
24.868835,14.584473,359.5449,-0.8,4,-0.30493754,0.0
24.798737,14.786194,359.5449,-0.8,4,-0.3116033,0.0
24.709381,14.747498,359.5449,-0.8,4,-0.31824973,0.0
24.631409,14.673859,356.348,-0.8,4,-0.3248934,0.0
24.575287,14.5850525,347.70294,-0.8,4,-0.5592421,0.0
24.58847,14.471893,337.71976,-0.8,4,-0.855565,0.0
24.570282,14.373108,328.35825,-0.8,4,-1.1414202,0.0
24.5372,14.302032,329.3032,-0.8,4,-1.3946341,0.0
24.444519,14.318726,333.81952,-0.8,4,-1.6055015,0.0
24.384918,14.295685,336.75336,-0.8,4,-1.800869,0.0
24.37442,14.253784,338.79623,-0.8,4,-1.992738,0.0
24.365082,14.136383,320.9773,-0.8,4,-2.1780245,0.0
24.348633,14.060883,286.41238,-0.8,4,-2.3528218,0.0
24.322327,14.047607,292.1956,-0.8,4,-2.5120661,0.0
24.288147,14.035767,306.29706,-0.8,4,-2.6546462,0.0
24.256714,14.014923,308.918,-0.8,4,-2.7818913,0.0
24.225922,13.981598,308.32956,-0.8,4,-2.8932452,0.0
24.193146,13.938324,301.112,-0.8,4,-2.9879277,0.0
24.160126,13.898499,292.51752,-0.8,4,-3.0675535,0.0
24.133606,13.859497,289.61758,-0.8,4,-3.135367,0.0
24.112183,13.817993,287.66956,-0.8,4,-3.1928504,0.0
24.091309,13.776154,283.02234,-0.8,4,-3.2389352,0.0
24.066528,13.742554,278.30038,-0.8,3,-3.269835,0.0
24.03009,13.715424,276.99478,-0.8,4,-3.2819843,0.0
23.995514,13.688995,275.86084,-0.8,4,-3.288462,0.0
23.97113,13.657593,274.72693,-0.8,4,-3.2949317,0.0
23.943542,13.61145,273.5923,-0.8,4,-3.301394,0.0
23.91681,13.567657,274.1011,-0.8,4,-3.3078518,0.0
23.89148,13.536774,275.80893,-0.8,4,-3.3143039,0.0
23.865387,13.501831,272.58783,-0.8,4,-3.3207471,0.0
23.837158,13.467957,267.30927,-0.8,4,-3.327183,0.0
23.810486,13.435883,264.7188,-0.8,4,-3.333617,0.0
23.80133,13.402832,262.61502,-0.8,4,-3.3400521,0.0
23.860626,13.367065,258.6137,-0.8,4,-3.3466642,0.0
24.012115,13.333282,253.68962,-0.8,4,-3.4295292,0.0
24.318237,13.321686,251.82672,-0.8,4,-3.6796246,0.0
24.63208,13.39679,252.65536,-0.8,4,-4.0461745,0.0
24.782501,13.588684,254.73631,-0.8,4,-4.4608154,0.0
24.84082,13.97644,260.22116,-0.8,4,-4.8980627,0.0
24.881927,14.373962,273.9204,-0.8,4,-5.3649135,0.0
24.999237,14.564484,293.0983,-0.8,4,-5.961783,0.0
25.397675,14.638367,304.73602,-0.8,4,-6.761459,0.0
25.71521,14.69043,311.62476,-0.8,4,-7.6186843,0.0
25.638245,14.83902,311.9079,-0.8,4,-8.4114685,0.0
25.52835,15.3437195,311.9079,-0.8,4,-9.173407,0.0
25.498932,15.745941,311.9079,-0.8,4,-9.925916,0.0
25.487885,15.6484375,311.9079,-0.8,4,-10.664751,0.0
25.430603,15.509247,313.89746,-0.8,4,-11.369798,0.0
25.367859,15.471985,318.19296,-0.8,4,-12.049704,0.0
25.328156,15.457977,319.9756,-0.8,4,-12.713696,0.0
25.303436,15.385437,320.94266,-0.8,4,-13.36748,0.0
25.284576,15.305939,320.9814,-0.8,4,-14.010229,0.0
25.259521,15.255646,320.9814,-0.8,4,-14.641167,0.0
25.239136,15.224335,320.9814,-0.8,4,-15.263348,0.0
25.223816,15.20047,320.9814,-0.8,4,-15.878715,0.0
25.211853,15.168732,318.6755,-0.8,4,-16.489094,0.0
25.20398,15.142914,314.40213,-0.8,4,-17.096386,0.0
25.199158,15.123505,314.17645,-0.8,4,-17.701466,0.0
25.194489,15.108337,314.17645,-0.8,4,-18.30353,0.0
25.186584,15.098358,314.17645,-0.8,4,-18.900492,0.0
25.174408,15.092255,314.17645,-0.8,4,-19.49103,0.0
25.161896,15.086334,314.94485,-0.8,4,-20.076223,0.0
25.153168,15.076324,316.36957,-0.8,4,-20.657972,0.0
25.148132,15.060913,315.9715,-0.8,4,-21.238197,0.0
25.146759,15.045074,314.52673,-0.8,4,-21.817602,0.0
25.14389,15.034027,312.3897,-0.8,4,-22.394674,0.0
25.137573,15.027618,309.95294,-0.8,4,-22.967794,0.0
25.127747,15.025909,310.07892,-0.8,4,-23.53464,0.0
25.112732,15.022247,311.8089,-0.8,4,-24.093563,0.0
25.097198,15.014252,311.60327,-0.8,4,-24.645857,0.0
25.086823,15.001801,310.14676,-0.8,4,-25.194609,0.0
25.083313,14.982788,306.53934,-0.8,4,-25.7444,0.0
25.092316,14.963104,301.46365,-0.8,4,-26.303272,0.0
25.119965,14.949982,298.12833,-0.8,4,-26.880335,0.0
25.16388,14.945526,297.75244,-0.8,4,-27.482079,0.0
25.218292,14.95694,303.40826,-0.8,4,-28.113237,0.0
25.279358,14.991943,315.57828,-0.8,4,-28.774542,0.0
25.33841,15.047577,330.97156,-0.8,4,-29.463196,0.0
25.387512,15.116486,347.18723,-0.8,4,-30.174847,0.0
25.432526,15.193848,362.7577,-0.8,4,-30.909286,0.0
25.47821,15.268646,374.51514,-0.8,10,-31.683146,0.0
25.603912,15.330841,377.19702,-0.8,4,-32.53747,0.0
25.76715,15.387848,379.46555,-0.8,4,-33.449337,0.0
25.844452,15.44574,382.15573,-0.8,4,-34.390015,0.0
25.888214,15.60495,384.39517,-0.8,4,-35.350075,0.0
25.927368,15.811737,383.3824,-0.8,4,-36.3345,0.0
25.985657,15.909637,380.50397,-0.8,4,-37.349358,0.0
26.046051,15.965057,378.18762,-0.8,4,-38.393997,0.0
26.105072,16.014679,375.91907,-0.8,4,-39.467236,0.0
26.159729,16.088501,379.10696,-0.8,4,-40.566696,0.0
26.210419,16.165009,389.76025,-0.8,3,-41.687103,0.0
26.239258,16.239746,395.65906,-0.8,7,-42.826725,0.0
26.304565,16.30899,399.87982,-0.8,4,-44.01414,0.0
26.408905,16.3732,400.6614,-0.8,4,-45.241543,0.0
26.469147,16.409729,400.18994,-0.8,4,-46.489384,0.0
26.486084,16.492462,402.1844,-0.8,4,-47.73804,0.0
26.48169,16.624603,404.69177,-0.8,4,-48.98632,0.0
26.486267,16.700928,404.70074,-0.8,4,-50.239574,0.0
26.500702,16.722382,403.09677,-0.8,4,-51.501495,0.0
26.52063,16.716797,399.79813,-0.8,4,-52.77471,0.0
26.545502,16.722595,396.08548,-0.8,4,-54.059788,0.0
26.562775,16.740875,396.2378,-0.8,4,-55.34611,0.0
26.553925,16.766144,397.78223,-0.8,4,-56.63009,0.0
26.558105,16.797638,399.82513,-0.8,4,-57.919228,0.0
26.572052,16.819519,402.31384,-0.8,4,-59.21592,0.0
26.587708,16.80832,394.31607,-0.8,4,-60.520706,0.0
26.604523,16.813599,378.33438,-0.8,4,-61.83423,0.0
26.62259,16.831268,379.3707,-0.8,4,-63.156967,0.0
26.641388,16.851105,381.90787,-0.8,4,-64.48959,0.0
26.663086,16.872406,383.1152,-0.8,4,-65.8352,0.0
26.693604,16.895294,384.24982,-0.8,4,-67.197945,0.0
26.731415,16.919098,385.38376,-0.8,4,-68.58143,0.0
26.775879,16.946564,386.51837,-0.8,4,-69.98746,0.0
26.82071,16.98523,389.05347,-0.8,4,-71.415886,0.0
26.865631,17.033112,394.52374,-0.8,4,-72.86661,0.0
26.908997,17.089447,401.9878,-0.8,4,-74.33755,0.0
26.94638,17.14624,410.41544,-0.8,4,-75.82628,0.0
26.975647,17.203125,415.01694,-0.8,4,-77.32223,0.0
26.979431,17.258057,417.92447,-0.8,4,-78.82052,0.0
26.988037,17.30542,420.4734,-0.8,4,-80.32441,0.0
27.000397,17.342499,421.11996,-0.8,9,-81.848335,0.0
27.078125,17.34729,413.37418,-0.8,4,-83.42336,0.0
27.177307,17.358185,399.6036,-0.8,4,-84.57847,0.0
27.142975,17.37384,394.56183,-0.8,4,-84.585266,0.0
27.116302,17.47229,390.0247,-0.8,4,-84.59204,0.0
27.086853,17.59793,385.48758,-0.8,4,-84.59881,0.0
27.056213,17.554443,380.95117,-0.8,4,-84.60557,0.0
27.030273,17.52066,373.95026,-0.8,4,-84.61232,0.0
27.013092,17.483337,365.15015,-0.8,4,-84.61907,0.0
26.999664,17.44455,361.76498,-0.8,4,-84.62581,0.0
26.986755,17.411682,359.88687,-0.8,4,-84.63254,0.0
26.991577,17.389923,358.61377,-0.8,4,-84.639275,0.0
27.013947,17.372894,357.58853,-0.8,4,-84.64601,0.0
27.04779,17.356567,353.48544,-0.8,4,-84.65276,0.0
27.087189,17.36267,348.2249,-0.8,4,-84.65951,0.0
27.129578,17.390991,350.4713,-0.8,4,-84.66627,0.0
27.18686,17.433868,354.3951,-0.8,4,-84.673035,0.0
27.29245,17.483765,356.71698,-0.8,4,-84.67981,0.0
27.39215,17.537476,358.95435,-0.8,4,-84.686584,0.0
27.4122,17.610016,362.0751,-0.8,4,-84.69336,0.0
27.410583,17.743774,365.62784,-0.8,4,-84.70013,0.0
27.424011,17.870056,369.4526,-0.8,4,-84.70689,0.0
27.43982,17.895447,371.3944,-0.8,4,-84.71364,0.0
27.40207,17.893402,368.22726,-0.8,4,-84.72035,0.0
27.30188,17.9104,364.8248,-0.8,4,-84.72705,0.0
27.225311,17.93045,361.4216,-0.8,4,-84.733734,0.0
27.174072,17.88263,358.01913,-0.8,4,-84.74041,0.0
27.119629,17.755707,347.0169,-0.8,4,-84.74706,0.0
27.050873,17.658722,327.88474,-0.8,4,-85.93728,0.0
27.05246,17.593811,322.80695,-0.8,4,-87.46621,0.0
27.037659,17.524872,322.02884,-0.8,4,-88.98785,0.0
27.02182,17.437775,311.5417,-0.8,4,-90.5015,0.0
27.00647,17.439789,298.94867,-0.8,4,-92.00773,0.0
26.991913,17.42102,302.64743,-0.8,4,-93.506874,0.0
26.978271,17.40097,311.25647,-0.8,4,-94.99951,0.0
26.965607,17.38153,312.79468,-0.8,4,-96.48564,0.0
26.95224,17.363098,313.92862,-0.8,4,-97.964905,0.0
26.937286,17.345795,315.06253,-0.8,4,-99.435234,0.0
26.917358,17.329773,316.19717,-0.8,4,-100.896645,0.0
26.902832,17.312836,316.8583,-0.8,4,-102.3519,0.0
26.891968,17.293884,316.5475,-0.8,4,-103.80231,0.0
26.883514,17.268646,314.35367,-0.8,4,-105.249146,0.0
26.877533,17.250244,311.65588,-0.8,4,-106.693405,0.0
26.872864,17.23648,313.68082,-0.8,4,-108.135185,0.0
26.867462,17.2258,315.94934,-0.8,4,-109.57389,0.0
26.859924,17.2182,318.21793,-0.8,4,-111.00724,0.0
26.845703,17.21228,320.48648,-0.8,4,-112.43183,0.0
26.824493,17.205444,322.36597,-0.8,4,-113.84335,0.0
26.794098,17.195892,323.18353,-0.8,6,-115.24431,0.0
26.788025,17.177887,321.94992,-0.8,4,-116.64875,0.0
26.798645,17.151031,317.55057,-0.8,4,-117.66152,0.0
26.74237,17.112518,310.62167,-0.8,4,-117.668175,0.0
26.734222,17.104828,301.93716,-0.8,4,-117.674835,0.0
26.730377,17.118286,298.14008,-0.8,4,-117.681496,0.0
26.718811,17.046997,299.67554,-0.8,4,-117.688156,0.0
26.701508,17.036682,308.30396,-0.8,4,-117.6948,0.0
26.678528,17.0318,319.95758,-0.8,4,-117.70145,0.0
26.663177,17.01715,322.19705,-0.8,4,-117.70809,0.0
26.66095,16.99524,321.4778,-0.8,4,-117.71474,0.0
26.67273,16.966125,318.18884,-0.8,4,-117.72138,0.0
26.698395,16.946686,314.5835,-0.8,4,-117.72803,0.0
26.7294,16.943878,313.5285,-0.8,4,-117.73468,0.0
26.759033,16.958801,313.91132,-0.8,4,-117.74133,0.0
26.78653,16.991302,316.10858,-0.8,4,-117.747986,0.0
26.826416,17.030579,318.59174,-0.8,4,-117.75464,0.0
26.857758,17.068115,318.7129,-0.8,4,-117.761284,0.0
26.891449,17.102936,318.7129,-0.8,4,-117.76793,0.0
26.953247,17.153473,318.7129,-0.8,4,-117.77456,0.0
27.01593,17.193146,318.7129,-0.8,4,-117.78118,0.0
27.073181,17.23584,317.76654,-0.8,4,-117.78782,0.0
27.112518,17.314117,314.87704,-0.8,4,-117.79445,0.0
27.046692,17.393524,309.1589,-0.8,4,-117.80108,0.0
26.94925,17.466034,301.42975,-0.8,4,-117.8077,0.0
26.874115,17.515839,301.7212,-0.8,4,-117.81431,0.0
26.801025,17.432465,305.28638,-0.8,4,-117.82091,0.0
26.742554,17.309052,303.0358,-0.8,4,-117.8275,0.0
26.69455,17.213867,299.31003,-0.8,4,-118.882484,0.0
26.703857,17.121307,293.68878,-0.8,4,-120.2341,0.0
26.675232,17.047241,287.8184,-0.8,4,-121.57094,0.0
26.644287,16.98642,284.9801,-0.8,4,-122.89034,0.0
26.607605,16.99823,283.00784,-0.8,4,-124.19234,0.0
26.575134,16.961945,279.46826,-0.8,8,-125.4895,0.0
26.595123,16.92276,275.973,-0.8,4,-126.80643,0.0
26.634735,16.876312,274.72693,-0.8,4,-128.12949,0.0
26.626984,16.835175,273.5923,-0.8,4,-129.44423,0.0
26.60498,16.860504,272.45837,-0.8,4,-130.74765,0.0
26.582428,16.910675,271.32373,-0.8,4,-132.03926,0.0
26.557312,16.900848,271.18457,-0.8,4,-133.3193,0.0
26.53424,16.872986,272.9367,-0.8,4,-134.58475,0.0
26.499725,16.84439,275.9564,-0.8,4,-135.83081,0.0
26.457703,16.812592,279.76593,-0.8,3,-137.05353,0.0
26.4068,16.783356,279.5901,-0.8,4,-138.25127,0.0
26.362274,16.739655,276.39114,-0.8,4,-139.4311,0.0
26.33191,16.686432,271.00043,-0.8,4,-140.59727,0.0
26.307404,16.621948,264.79773,-0.8,4,-141.75197,0.0
26.285187,16.565552,266.8164,-0.8,4,-142.8954,0.0
26.261993,16.52707,272.87372,-0.8,4,-144.0262,0.0
26.233673,16.496033,273.86575,-0.8,4,-145.14096,0.0
26.198608,16.467896,273.62415,-0.8,4,-145.9319,0.0
26.110352,16.438507,271.93155,-0.8,4,-145.93843,0.0
26.062408,16.402649,269.45044,-0.8,4,-145.94495,0.0
26.009827,16.358246,265.51285,-0.8,4,-145.95145,0.0
25.95047,16.24643,260.5825,-0.8,4,-145.95793,0.0
25.888489,16.1857,259.6957,-0.8,4,-145.9644,0.0
25.825104,16.11911,260.5763,-0.8,4,-145.97087,0.0
25.779541,16.043915,254.12228,-0.8,4,-145.97736,0.0
25.805817,15.965424,245.48277,-0.8,4,-145.98384,0.0
26.052856,15.885132,237.98,-0.8,4,-145.99034,0.0
26.307312,15.827423,232.74022,-0.8,4,-145.99686,0.0
26.439758,15.860687,234.87865,-0.8,4,-146.0034,0.0
26.550964,16.173615,242.10382,-0.8,4,-146.00996,0.0
26.677734,16.495941,250.06143,-0.8,4,-146.01654,0.0
26.756073,16.663696,258.00107,-0.8,4,-146.02313,0.0
26.782257,16.804565,265.93997,-0.8,4,-146.02974,0.0
26.792572,16.965118,273.8796,-0.8,4,-146.03633,0.0
26.797852,17.064362,280.84448,-0.8,4,-146.04291,0.0
26.81314,17.097534,285.89597,-0.8,4,-146.04947,0.0
26.9104,17.110596,290.34586,-0.8,4,-146.05602,0.0
27.017883,17.11728,290.3666,-0.8,4,-146.06256,0.0
26.901611,17.136627,282.1785,-0.8,4,-146.06912,0.0
26.756317,17.259827,270.96582,-0.8,4,-146.07568,0.0
26.657288,17.395996,261.74692,-0.8,4,-146.08226,0.0
26.575684,17.248718,254.21367,-0.8,4,-146.0888,0.0
26.49347,17.064667,258.34164,-0.8,4,-146.09532,0.0
26.406097,16.93924,272.63974,-0.8,4,-147.02745,0.0
26.367737,16.835876,272.06238,-0.8,4,-148.19731,0.0
26.285217,16.73172,266.3692,-0.8,4,-149.32762,0.0
26.212708,16.621063,255.4383,-0.8,4,-150.4243,0.0
26.148743,16.57248,243.86841,-0.8,4,-151.48943,0.0
26.085815,16.467926,233.49133,-0.8,4,-152.5231,0.0
26.023407,16.376099,224.74384,-0.8,4,-153.52646,0.0
25.965607,16.295074,220.12572,-0.8,4,-154.50098,0.0
25.907288,16.215363,217.23898,-0.8,4,-155.44826,0.0
25.857208,16.136322,214.3446,-0.8,4,-156.37225,0.0
25.813904,16.06311,212.25327,-0.8,4,-157.27534,0.0
25.772125,15.989227,214.01231,-0.8,4,-158.15617,0.0
25.724762,15.925812,218.40683,-0.8,4,-159.01297,0.0
25.676788,15.870941,219.98312,-0.8,4,-159.84526,0.0
25.625183,15.818024,221.00975,-0.8,10,-160.66214,0.0
25.622498,15.758026,221.52689,-0.8,4,-161.48703,0.0
25.63678,15.697266,221.33305,-0.8,4,-162.303,0.0
25.59726,15.631897,219.46254,-0.8,4,-163.09456,0.0
25.54184,15.6285095,215.35948,-0.8,4,-163.85675,0.0
25.480957,15.646576,208.43819,-0.8,0,-164.57019,0.0
25.348633,15.596527,201.10985,-0.8,0,-165.19118,0.0
25.128876,15.526337,200.7554,-0.8,0,-165.69612,0.0
24.889954,15.449219,200.7554,-0.8,0,-165.97916,0.0
24.596039,15.281586,200.7554,-0.8,0,-165.97916,0.0
24.351196,15.003235,200.7554,-0.8,0,-165.97916,0.0
24.124298,14.700592,200.7554,-0.8,0,-165.97916,0.0
23.911652,14.328308,200.7554,-0.8,0,-165.97916,0.0
23.707672,14.018188,202.01115,-0.8,0,-165.97916,0.0
23.517487,13.730774,204.87991,-0.8,0,-165.97916,0.0
23.362091,13.461426,206.49913,-0.8,0,-165.97916,0.0
23.269775,13.203033,207.51747,-0.8,0,-165.97916,0.0
23.32837,12.962158,207.56038,-0.8,0,-165.97916,0.0
23.401398,12.76532,207.56038,-0.8,0,-165.97916,0.0
23.266968,12.648376,207.56038,-0.8,0,-165.97916,0.0
23.087158,12.722595,207.56038,-0.8,0,-165.97916,0.0
22.933044,12.815094,211.04666,-0.8,0,-165.97916,0.0
22.791382,12.644836,219.6716,-0.8,0,-165.97916,0.0
22.660126,12.417053,225.80441,-0.8,0,-165.97916,0.0
22.52945,12.221863,231.36746,-0.8,5,-165.98593,0.0
22.547821,12.042419,235.60689,-0.8,5,-165.99274,0.0
22.644043,11.87616,237.05858,-0.8,5,-165.99956,0.0
22.77124,11.710632,233.94617,-0.8,5,-166.0064,0.0
22.926544,11.733917,228.32008,-0.8,5,-166.01326,0.0
22.998108,11.855774,228.6863,-0.8,5,-166.02014,0.0
23.012665,12.016907,230.18507,-0.8,5,-166.02704,0.0
23.044373,12.213623,229.08781,-0.8,8,-166.03561,0.0
23.117401,12.30426,227.72128,-0.8,0,-166.03569,0.0
23.112122,12.322723,230.29097,-0.8,0,-166.03569,0.0
22.954102,12.3628845,234.0936,-0.8,0,-166.03569,0.0
22.795105,12.455383,236.86958,-0.8,0,-166.03569,0.0
22.567749,12.4487,238.95953,-0.8,0,-166.03569,1.0
20.49121,9.246307,377.00592,-0.8,5,-0.0070859524,0.0
20.533508,9.211273,387.03134,-0.8,5,-0.014236976,0.0
20.673706,9.163086,393.01877,-0.8,5,-0.023290556,0.0
20.8555,9.128876,395.91107,-0.8,5,-0.0482096,0.0
21.093658,9.182434,396.94183,-0.8,5,-0.05545041,0.0
21.281036,9.360016,398.18997,-0.8,5,-0.06270302,0.0
21.445923,9.5903015,402.89673,-0.8,5,-0.06996053,0.0
21.595428,9.891968,407.2497,-0.8,5,-0.07722984,0.0
21.738037,10.129303,408.1199,-0.8,5,-0.08451848,0.0
21.877106,10.338165,407.13202,-0.8,5,-0.09181906,0.0
22.006714,10.527557,403.40277,-0.8,5,-0.09912658,0.0
22.130402,10.708191,400.363,-0.8,5,-0.10643809,0.0
22.247223,10.884338,402.75757,-0.8,5,-0.11375137,0.0
22.355347,11.048492,404.8953,-0.8,5,-0.12106765,0.0
22.457,11.20517,404.05695,-0.8,5,-0.12839045,0.0
22.555023,11.353149,402.58865,-0.8,10,-0.1389226,0.0
22.722748,11.490112,400.27094,-0.8,10,-0.14962085,0.0
22.988373,11.618866,398.0571,-0.8,10,-0.1604102,0.0
23.273926,11.743011,397.34543,-0.8,10,-0.1712687,0.0
23.557434,11.955475,398.15262,-0.8,10,-0.1821865,0.0
23.830994,12.291931,401.9961,-0.8,10,-0.2014057,0.0
24.091797,12.6536255,404.9133,-0.8,10,-0.32026145,0.0
24.336517,13.012756,404.9133,-0.8,10,-0.55728567,0.0
24.565369,13.359253,404.9133,-0.8,10,-0.90691745,0.0
24.789001,13.689606,404.9133,-0.8,10,-1.3684015,0.0
25.011353,13.999603,404.9119,-0.8,10,-1.9382589,0.0
25.220703,14.289459,403.8728,-0.8,5,-2.5952876,0.0
25.352234,14.572723,402.6316,-0.8,5,-3.2899058,0.0
25.387177,14.85437,405.1715,-0.8,5,-3.9926615,0.0
25.391327,15.119568,407.1438,-0.8,5,-4.6952987,0.0
25.388855,15.286163,403.73782,-0.8,5,-5.397166,0.0
25.390106,15.330414,400.3305,-0.8,5,-6.102689,0.0
25.404388,15.335663,398.97018,-0.8,5,-6.8190827,0.0
25.433655,15.33255,398.0903,-0.8,5,-7.5537367,0.0
25.47702,15.334137,397.6784,-0.8,5,-8.312986,0.0
25.531586,15.352234,398.14362,-0.8,5,-9.102222,0.0
25.597351,15.389282,400.0252,-0.8,5,-9.927088,0.0
25.672974,15.444214,402.73196,-0.8,5,-10.790719,0.0
25.751373,15.513336,405.86795,-0.8,5,-11.693337,0.0
25.828308,15.596649,409.57364,-0.8,5,-12.633565,0.0
25.901825,15.692444,415.23294,-0.8,7,-13.6157465,0.0
26.001007,15.791748,420.92337,-0.8,5,-14.652349,0.0
26.106873,15.889191,424.28085,-0.8,5,-15.731496,0.0
26.175903,15.9823,425.31995,-0.8,5,-16.842022,0.0
26.236084,16.10794,424.54114,-0.8,5,-17.982588,0.0
26.296143,16.242035,423.0043,-0.8,5,-19.149572,0.0
26.335907,16.329468,420.54053,-0.8,5,-20.333378,0.0
26.370728,16.4057,418.49005,-0.8,5,-21.536512,0.0
26.41156,16.481781,418.1031,-0.8,5,-22.75968,0.0
26.44983,16.532135,418.54196,-0.8,5,-23.99997,0.0
26.479248,16.576263,419.6198,-0.8,5,-25.252163,0.0
26.49762,16.62796,420.81952,-0.8,5,-26.510895,0.0
26.505402,16.676453,421.27917,-0.8,5,-27.770718,0.0
26.503082,16.713715,418.34674,-0.8,5,-29.029547,0.0
26.498444,16.736969,409.52728,-0.8,5,-30.280405,0.0
26.47461,16.746857,397.74554,-0.8,5,-31.520208,0.0
26.45755,16.743896,385.52496,-0.8,5,-32.75497,0.0
26.453888,16.738037,372.75403,-0.8,4,-33.987446,0.0
26.445648,16.707825,355.9956,-0.8,4,-35.211586,0.0
26.42099,16.686218,341.09595,-0.8,4,-36.417747,0.0
26.377228,16.68158,336.30063,-0.8,4,-37.60362,0.0
26.339783,16.671143,336.89804,-0.8,4,-38.77072,0.0
26.301636,16.639923,339.8582,-0.8,5,-39.92127,0.0
26.276398,16.584503,341.3549,-0.8,5,-41.064476,0.0
26.267242,16.537048,339.4255,-0.8,4,-42.200005,0.0
26.243896,16.488739,336.77344,-0.8,4,-43.319767,0.0
26.207764,16.456757,333.68594,-0.8,4,-44.420803,0.0
26.170105,16.44516,329.92276,-0.8,4,-45.50372,0.0
26.135803,16.415588,321.6211,-0.8,4,-46.570316,0.0
26.104095,16.369843,314.0733,-0.8,4,-47.62052,0.0
26.069458,16.322144,311.38177,-0.8,0,-48.63197,0.0
25.94757,16.278687,309.59296,-0.8,0,-49.551105,0.0
25.720917,16.238525,308.80585,-0.8,0,-50.349377,0.0
25.47165,16.194641,307.28217,-0.8,0,-51.023495,0.0
25.226166,16.040253,302.81567,-0.8,0,-51.577114,0.0
24.98993,15.753143,298.1934,-0.8,0,-52.015366,0.0
24.765991,15.437408,294.7909,-0.8,0,-52.345695,0.0
24.557373,15.126465,291.3884,-0.8,0,-52.57413,0.0
24.357422,14.82724,287.98523,-0.8,0,-52.707966,0.0
24.190247,14.543579,284.5841,-0.8,0,-52.781944,0.0
24.12616,14.279327,282.11066,-0.8,0,-52.85342,0.0
24.177734,14.026062,280.0747,-0.8,0,-52.981457,0.0
24.351807,13.814301,276.47488,-0.8,0,-53.21857,0.0
24.607635,13.733124,273.2939,-0.8,2,-53.632362,0.0
25.05957,13.798462,275.66495,-0.8,2,-54.295074,0.0
25.561768,14.018951,282.65475,-0.8,9,-55.21066,0.0
26.083313,14.342987,291.00214,-0.8,2,-56.39077,0.0
26.583557,14.915466,300.89807,-0.8,2,-57.777405,0.0
26.91867,15.551575,313.8871,-0.8,2,-59.29809,0.0
27.12149,16.212189,325.7948,-0.8,2,-60.897945,0.0
27.243774,16.845825,334.08124,-0.8,4,-62.545288,0.0
27.316864,17.270325,341.62762,-0.8,4,-64.232,0.0
27.408966,17.527222,349.0965,-0.8,4,-65.96219,0.0
27.47754,17.682098,355.149,-0.8,4,-67.695724,0.0
27.397217,17.774689,354.72324,-0.8,4,-69.36431,0.0
27.253418,17.891357,352.7738,-0.8,4,-70.96979,0.0
27.150116,17.97821,355.65363,-0.8,4,-72.53437,0.0
27.085938,17.876465,357.24103,-0.8,4,-74.07258,0.0
27.042236,17.694336,355.4079,-0.8,4,-75.59151,0.0
27.007568,17.563477,352.64642,-0.8,4,-77.094475,0.0
26.978119,17.482178,349.0328,-0.8,4,-78.58372,0.0
26.952728,17.426819,345.8664,-0.8,4,-80.06251,0.0
26.938904,17.382904,344.56354,-0.8,4,-81.53814,0.0
26.936554,17.345612,343.62134,-0.8,4,-83.01084,0.0
26.926605,17.313446,341.31543,-0.8,4,-84.47771,0.0
26.913513,17.295929,339.0946,-0.8,4,-85.93705,0.0
26.89618,17.292969,344.4064,-0.8,4,-87.38666,0.0
26.875336,17.280365,348.09894,-0.8,4,-88.82637,0.0
26.858032,17.263794,344.69577,-0.8,4,-90.25862,0.0
26.843536,17.241821,341.29324,-0.8,4,-91.68167,0.0
26.820648,17.215424,337.89075,-0.8,4,-93.09182,0.0
26.793,17.193512,334.49103,-0.8,4,-94.48771,0.0
26.763184,17.17514,332.8559,-0.8,4,-95.86729,0.0
